,id,name,cb_description
2225,573,Immersive-VR-Education,virtual reality new industry benefit outside classroom discover vision future virtual reality staple tool education strive produce quality experience demonstrate opening door move leap bound release range educational experience win international award current project vr exception complete late experience let explore shipwreck witness event eye survivor
2226,8355,Immersv,virtual reality discovery advertising platform found team create large app distribution platform facebook io
2227,5925,IMMJ-Systems,rapidly grow electronic document management solution supplier focus
2228,7024,IMMO-Capital,technology lead residential real estate platform design create portfolio quality exist single family rental asset speed scale build unique capability form end end service solution provide institutional partner source acquisition portfolio management letting property management enable drive performance maximise return found assemble experienced team include successful entrepreneur industry leader expertise blackrock establish presence award
2229,3273,Immuneel-Therapeutics,immuneel therapeutic provide pioneering cell gene therapie cancer treatment develop car t cell therapie patient blood cell genetically modify healthy immune cell target malignant cell give cancer patient access revolutionary cell base immunotherapy
2230,2711,IMMUNIO,immunio secure web application attacker easiest effective method ensure alert important security event trigger threat deal proactively
2231,1278,immunitoAI,immunitoai life science biotech platform leverage ai revolutionize antibody discovery therapeutic
2232,8730,Immutable-Systems,immutable develop blockchain base esport game design familiarize user blockchain technology fun user friendly environment esport game use ethereum blockchain transform digital asset ownership video gaming industry immutable provide scalable blockchain infrastructure video game enable organization bring transparency opaque world game economy
2233,721,I-Mob-Holdings,operate mobile asset monitor immobiliser system company base beaconsfield
2234,3325,iMocha,imocha world leader digital skill assessment global enterprise innovative ai power recruitment solution trust company build win team imocha offer unmatched business excellence thank premium skill library fully customizable assessment superior platform experience insightful talent analytic dependable customer support imocha help client globally include build right talent pipeline information visit website
2235,4193,Imophoron,developer novel generation rapid response vaccine platform
2236,7120,Impact-Biomedicines,impact biomedicines pioneer development life change treatment patient complex cancer pipeline center fedratinib potent highly selective oral small molecule kinase inhibitor develop initially treatment myelofibrosis polycythemia vera
2237,6731,Impartner,impartner deliver robust saas base partner relationship management marketing automation platform solution company drive mission enable company maximize revenue opportunity complete customer sale lifecycle
2238,1409,Imperium-Drive,provide driverless vehicle technology fleet operator remotely operate vehicle world
2239,2181,Impinj,provider rain rfid solution deliver retail pharmaceutical healthcare food beverage industry enable internet thing identify locate authenticate billion item platform comprise comprehensive widely adopt rain rfid product portfolio world information visit
2240,4525,Imployable,found seek disrupt recruitment industry free truly user focus employment tool help individual identify map track way career believe world matter age background ability disability truly fulfil work imployable exist create equality opportunity people break change career unique app heart employment ecosystem suite web app base software work independently ensure matter age background ability disability equal access self development fulfil career
2241,2239,Impossible-Foods,focus develop plant base substitute meat dairy fish product select specific protein nutrient green seed grain recreate experience meat dairy product headquarter
2242,10571,Impression-Technologies,offer fully tailor service accord engineering need concept production provide knowledge expertise support hfq technology empower transform project facility locate fully equip carry house prototype production run support hfq customer partner
2243,1580,Improbable,improbable dedicated building powerful technology design help solve previously impossible problem enable creation new reality game entertainment improbable unlock truly generation gameplay virtual world unprecedented scale persistence richness industry hope help answer critical question simulation lead well function world company platform spatialos let developer transcend limit regular computation allow swarm server run cloud cooperate order simulate world far large complex single server improbable establish
2244,5405,ImVitro,medical device developer offer saas platform apply ai vitro fertilization imaging need maryame form base company
2245,484,Imzy,aim platform genuine conversation like minded people allow user join online community base interest hobbie lifestyle fandom connect people world app offer feature include thread discussion forum depth conversation live chat message instant interaction sustainable business model allow member community leader benefit earn money
2246,9933,In2Games,found manage director identify opportunity create immersive experience console gaming focus effort relationship user input screen action company develop patented interactive game controller work closely developer publisher party company number exciting project playstation x box pc format
2247,8808,INBRACE,stealth stage medical device company develop revolutionary easy use wide indication personalize orthodontic system hide tooth patent self guide technology use light continuous force gently correct smile pain few doctor visit registered catalyst disruption orthodontic increase number people seek orthodontic treatment address concern patient drive practice growth clinician platform leverage digital treatment planning computer model direct digital manufacturing create scalable patient customize solution deliver standard care entire range orthodontic case
2248,3336,Inceptio-Technology,provide nationwide freight network autonomous driving truck focus transformation line haul logistic provide secure efficient economical service logistic customer company autonomous drive heavy duty truck utilize artificial intelligence technology new energy technology logistic big data technology provide logistics company efficient safe logistic solution found base center
2249,287,incident.io,integrate incident management tool announce manage resolve incident single channel company provide workplace management software allow announce incident consistent format help organization communicate well outage platform offer default solution incident include create communication channel team discussion send update customer assign user play specific role draw virtual war room run incident directly encode automate key workflow found headquarter
2250,1097,incrediblue,incrediblue introduce new smart way experience boat offer high quality vacation package deliver fun worry free experience traveller grow bored hotel help trustworthy boat owner grow business feature wide range boat sail destination world incrediblue bring step close nature fair price incrediblue mission establish boat vacation choice traveller
2251,6154,InCrowd,provider market research platform provide require research insight company platform provide life science company real time feedback healthcare professional mobile platform client access pre screened doctor medical professional therapeutic area demand market research platform break chain wait datum allow healthcare researcher marketer know
2252,6507,InCrowd-Sports,combination award win experience highly successful group different sector sport united aim dramatically improve stadia experience fan club sponsor cut edge technology solution create software engineer lead solution allow fan stadium share information network not reliant multiple g connection
2253,1639,Incuto,incuto socially profitable technology partner credit union community bank provide state art technology support credit union reduce cost digital offer fast incuto platform allow credit union offer banking service include balance sheet debit card bank account sort code platform enable credit union compete high cost short term lender accessible device loan complete
2254,5602,Indagare,indagare travel tourism company provide travel relate writing service offer curate content customize trip plan bespoke group trip passion point
2255,3218,InDeco-China,stop internet space solution provider transform traditional decoration industry chain internet thinking provide stop decoration service space design material matching product selection construction process control
2256,8376,Indeez,insurtech company provide income protection solution independent worker gig worker freelancer include liability work accident sick pay everyday business interruption experience platform worker company customize program power proprietary technology enable platform worker access affordable usage base protection single user friendly interface platform benefit unique technology order simple aggregated view multi country program manage community safety proactively found headquarter
2257,9958,Index-Stock-Imagery,index stock imagery advertising creative community online source stock photograph illustration extensive library include digital image contribute independent artist artist agency
2258,6351,Indifi-Technologies,digital lending platform offer loan potential intent believe help small business grow offer loan potential intent business little access finance traditional institution bank lack collateral finance datum trail access loan technology platform gather analyze data business source draw insight judge creditworthiness past current performance context industry operate differentiate approach help find business low risk high promise opening possibility early access short long term business funding take relevant application multiple lender increase chance secure loan create choice lender pick one wish
2259,8775,Industrial-Origami,industrial offer patented metal folding design technology license sub license direct supply manufacturing aspect companys technology allow thin sheet material fold complex high load bear structure enable customer incorporate patented technology exist new product provide technology license sub license professional design service industrial use patented technology simplifie design assembly product result reduced product cost innovative design precision manufacture possible traditional form method offer contract manufacturing partner network
2260,7880,Industrus,radio transmission platform
2261,5308,IndyKite,cloud identity platform build secure manage human non person identitie datum
2262,8214,Inetec,provide waste management solution food manufacturer retailer service include site site solution pay throw maintenance contract know change company found base pyle
2263,7111,Inexia,aim develop intranasally administer orexin positive modulator treatment neurological disease orexin system key regulator behavioural arousal wakefulness sleep loss orexin neuron shown strongly link multiple neurological condition include narcolepsy indication orexin receptor remain intact functional provide opportunity therapeutic intervention
2264,10210,Infina,investment platform engage real estate financial service
2265,9862,Infinia,solar energy technology company developer proprietary solar power generation product convert solar energy electricity expect sell globally begin late initially sell energy asset developer utility commercial company engage deploy large scale solar asset project
2266,6587,Infinity-Pharmaceuticals,infinity clinical stage biotechnology company develop eganelisib potentially class oral immuno oncology macrophage reprogramme therapeutic address fundamental biologic mechanism immune suppression cancer multiple clinical study global randomize placebo control study eganelisib combine opdivo o nave urothelial cancer eganelisib combination study line advanced cancer patient evaluate eganelisib combination line tnbc combination line rcc collaboration arcus bioscience infinity evaluate checkpoint inhibitor free novel combination regiman etrumadenant dual adenosine receptor antagonist plus advanced tnbc patient study infinity evaluate eganelisib anti refractory o nave line line setting
2267,7618,Infinity-SDC,infinity award win datum centre operator boast impressive portfolio site prime location close design build maintain highly efficient datum centre facility helping minimise client energy cost carbon footprint facility exceptionally resilient flexible secure infinity award win company customer base include lead investment bank cloud vendors systems integrator telecommunication company aim exceed customer expectation commercially technically infinity offer range premium datum centre service datum hall shared plant fully bespoke client dedicated data centre
2268,4712,Inflowmatix,spin company infrasense lab department civil environmental engineering imperial college london build unique cross disciplinary expertise sense advanced model optimization active research collaboration water utility system integrator create innovative customer tailor solution steady state resilient energy efficient operation water supply network continuously monitor analyze fluid dynamic complex network allow operator continuously gain unique insight proactively optimize dynamic network performance order extend service life infrastructure asset expertise model steady unsteady state hydraulic water distribution network combine knowledge experience design implementation embed electronic system yield compelling return investment customer city world face problem age infrastructure increase population demand climate change combine increase regulatory financial pressure mean water utility actively seek novel integrate optimize operational strategy manage leakage demand energy efficiency order deliver high quality service customer cost constraint water company operator face unparalleled challenge meet increase demand limit water financial resource successfully apply technology analytic develop water supply network significantly improve management leakage demand energy operational incident provide multiple operational benefit network operator
2269,9913,Influencer,influencer lead influencer marketing solution combine global creative influence insight build meaningful relationship brand creator
2270,594,InfoGear-Technology,produce software asics low cost internet appliance market initial product iphone smart telephone touch screen simple access line service internet intranet company found base
2271,2367,Infogram,software company make web base datum visualization application non designer create professionally design chart report infographic easily
2272,7905,InforSense,provide enterprise business intelligence reporting software product include core technology platform enable organization integrate automate visualize datum source information analysis process deliver predictive insight core technology product include advanced analytic reporting document explore automation workflow library oracle edition edition virtual machine company provide product clinical research software application cohort identification clinical researcher enable analysis datum late generation high throughput genotype platform solution provide framework integrate analyze clinical patient speciman experimental datum clinical translational research provide interactive analytic environment design execute bioinformatics solution range sequence analysis microarray informatics remote database annotation provide vendor neutral environment design execute cheminformatic solution addition offer business intelligence product solution asset management credit risk analytic operational risk edition datasheet solution company provide consulting workshop training service company serve pharmaceutical biotechnology consumer good healthcare financial service manufacture communication company operation japan found base additional office operate subsidiary
2273,6303,Infraspeak,infraspeak global tech company transform world facility management pioneer intelligent maintenance management platform empower facilities maintenance management team technology need overcome unique challenge accomplish mission source good life community customer partner infraspeak ve understand importance intelligence flexibility connectivity try stay game increasingly complex demand world pride deliver solution team size different industry globe business owner maintenance facility manager technician deliver good possible service expect time infraspeak intelligent maintenance management turn challenging maintenance operation world datum automation high performance
2274,10417,InfraTrac,technology company use near infrared spectroscopy detect prevent counterfeit high value formulate regulated substance include pharmaceutical chemical consumer product companys platform include core product detector software enable counterfeit detection simple yes interface encryption software enable tag client substance batch level patent pende covert fingerprint
2275,7503,Ingenium-Pharmaceuticals-AG,discover develop molecule treatment neuronal autoimmune disease
2276,4473,Inivata,clinical cancer genomic company harness emerge potential circulate dna analysis improve test treatment oncologist patient unlike conventional invasive biopsy detect analysis genomic material cancer patient cell free circulate tumor dna ctdna collect simple blood sample non invasive approach liquid biopsy offer revolution cancer detect monitor treat
2277,6088,Inkitt,believe author equal chance succeed mission discover hidden talent world turn globally successful author pioneer forefront analytic objective approach ve discover talented author world publish author achieve sale forever change traditional publishing model invent algorithm analyze user read behavior identify hit turn remove subjectivity equation give unique ability discover hidden talent go unnoticed present international team passionate dedicated inventor entrepreneur grow quickly invent new solution problem encounter oppose simply iterate exist solution
2278,4695,Inkpath,people performance course performance simple use powerful management interface allow comprehensive view student development course set goal tie real activity track attendance feedback run great report complete solution university
2279,7279,InLive-Interactive,provide interactive television solution offer technology software allow television viewer join television program mobile landline telephone company real time player solution enable broadcaster technical platform create manage real interaction viewer offer interactive format international television station design interactive content exist program company strategic partnership t com telecom italia pelephone know company found base hod hasharon israel additional office
2280,6225,Inneractive,lead independent mobile ad exchange focus power native video ad mission empower mobile publisher realize property potential provide powerful technology buy sell mobile ad headquarter office
2281,1357,Innersight,innersight develop machine aid technique surgeon visualise cancer improve surgery outcome like guy spend lot time drill technology essentially startup develop software extrapolate scan kidney scan model run surgeon laptop idea surgeon well visualisation patient tumour well decision good remove
2282,4540,InnerTrends,innertrend product analytic solution help product team know change app grow fast insight pre build analytic report run datum validate expert
2283,4892,Innervace,developer regenerative therapy company design develop implantable tissue engineer brain pathway neurodegenerative disorder company focus development commercialization anatomically inspire living scaffold brain pathway reconstruction lead clinical product tissue engineer nigrostriatal pathway mimic lose nigrostriatal pathway patient parkinson disease give patient access technology specifically reconstruct brain pathway mask symptom temporarily establish
2284,4159,InnerWorkings,nasdaq inwk lead provider global print management promotional solution corporate client wide range industry proprietary technology extensive supplier network deep domain expertise procure manage deliver print material promotional product comprehensive outsource enterprise solution own operate online business printing site base office
2285,88,Innovative-Silicon,innovative silicon found develop commercialise float body effect memory product diverse application include handheld computer game console cellular communication device camera company close round funding complete nm megabit z ram memory design nm design company found headquartered additional office
2286,3317,Innovent-Biologics,innovent biologic privately hold biopharmaceutical company dedicate develop manufacturing monoclonal antibody market world innovent fund venture arm prominent investment firm biobay register capital founder senior management team innovent combine work experience discovery development manufacture biologic worldwide involve launch product
2287,4607,Innovify,innovify fast grow digital innovation product management company headquarters wide range expertise innovify help client develop innovative product enable focus key business driver collaborative work model function trust partner client go typical scope application development range digital product website app software innovify successful identify new market opportunity underlie value driver numerous organization entrepreneur start up approach take solution fund infrastructure differentiate business competition act partner innovify guide company phase include early stage conceptualisation development marketable product create niche accelerate innovative business process analyze market potential demand technological environment innovify stage transform idea highly scalable business base innovative ideology ideate life idea incubate execute idea right way accelerate soar high peak success innovify right partner digital ambition
2288,4015,Inoapps,inoapps found initially company focus implement solution oil gas industry develop diversified organisation oracle new vertical industry geographic market inoapps perform service provider recently achieve status year emea region
2289,4710,Inotec-AMD,wound care company develop tm device produce continuous flow humidify oxygen direct specially design dressing allow oxygen constantly refresh wound battery power medical device produce continuous flow pure humidify oxygen air direct fine tube specially design allow oxygen constantly refresh wound allow free passage wound fluids exudate pass away wound surface absorption retention normal way
2290,6189,Inotrem,biotechnology company specialize immunotherapy acute chronic inflammatory syndrome company develop new concept immunomodulation target pathway control unbalanced inflammatory response proprietary technology platform develop class inhibitor nangibotide potential application number therapeutic indication septic shock myocardial infarction parallel launch program develop new therapeutic modality target chronic inflammatory disease leverage proprietary technology platform develop class inhibitor nangibotide application number therapeutic indication septic shock myocardial infarction acute inflammatory syndrome develop program target chronic inflammatory disease
2291,3053,Inova-Design-Solutions,innovative technology company rapidly expand global market wireless body sense device specialise research design development commercialisation innovative body sense solution optimum health performance
2292,5920,Inovo-Robotics,create inovo robotic capable versatile robotic accessible address problem grow business automate repetitive hazardous precise task believe well way want free staff monotony repetitive task focus valuable rewarding work believe put control provide intuitive easy use interface configure robot specific task easy possible
2293,1398,inPact-Technologies,inpact business intelligence enterprise software solution leverage ai power contract analytic unlock unprecedented insight help company well management decision finance operation sale
2294,5778,Inpharmatica,specialise use predictive informatic medicinal chemistry improve speed productivity drug discovery found company employ professional location cambridge s unique proprietary technology skill utilise major discovery laboratory worldwide use natural material health unique offer discovery technology service span breadth research target candidate selection core element fully integrate enable customer access end end technology individual component service require
2295,4928,Inquirely,manage important enquiry customer inside email inbox dangerous inbox completely independant rest team email colleague friend family spam scam easy important email lose holiday meeting forget forward colleague forget respond result lose opportunity potentially worth thousand pound solve try set thing enquiry email multiple people time customer receive multiple response different people different answer nightmare suffer afore mention problem found team set thing easy result powerful lead management software simple
2296,4458,Inscentinel,inscentinel use exquisitely sensitive olfactory sense bee detect minute concentration volatile compound explosive drug odour indicate disease bee hold harness train recognize particular scent way sniffer dog train presence odour train bee proboscis extension reflex pick camera associated software send signal operator simply log data patent grant patent application proceeding
2297,6056,Insify,insify insurance company offer digital insurance solution freelancer small business company found headquarter
2298,8847,Insly,cloud base insurance software insurance broker agent replace paper spreadsheet goal insurance easy understand manage buy service provider end user spin successful insurance broker group region start core team consist founder key employee contribute revolutionise insurance business innovative business focus solution launch
2299,10821,Inspired,inspire co educational non denominational independent school group design inspire student achieve maximum potential nurture progressive academic environment age
2300,253,Instabase,platform business build customizable app automate different part business example bank quickly build app automatically verify customer income fraction comb document camera picture scan pay stub tax document bank statement similar document submit customer platform come equip tool read document datum extraction classification natural language process optical character recognition design enable creator developer organization quickly build complex business application base need offer app store grow marketplace pre package business app different industry income verification adverse medium analysis identity verification trade finance contract analysis financial spread
2301,10661,Instabox,shipping service available select online store ship express delivery package locker handle logistic e commerce retailer offer day delivery network mile smart delivery locker service reach deliver like press release company claim growth triple year
2302,4129,Instabridge,share community mobile app particularly popular mission build wifi share community city planet found late way enable share home friend facebook stockholm base company pivot broad sharing community find traction develop market cellular datum remain prohibitively expensive app let share detail hotspot user provide access hotspot share community enable build crowdsource database hotspot addition list know public venue free
2303,2195,Instacart,grocery delivery startup deliver short hour focus deliver grocery home essential item local store catalog choose variety local store include teeter shaw costco mix item multiple store order raise funding andreessen horowitz sequoia capital y combinator khosla venture participant found headquarter
2304,7443,instinct-studios,base design agency help financial service company deliver transformational digital change provide well communication support end customer make clear informed financial decision company work range financial service company include insurance asset management wealth management investment platform provider product portfolio include fund explorer saas solution address problem static date information fund factsheet technology datum processing information delivery service company found
2305,10800,InStitchu,online custom clothier specialize tailor menswear able design custom garment online exact measurement provide tailor high quality menswear simple online ordering process customer add measurement profile suit shirt order way multiple way customer measurement perfect enjoy perfect fit customer come measurement guide journey living room hustle bustle tailor studio choose wide range globally source high quality wool cotton fabric ve choose deliver design right door new approach shop stress free cut middleman allow deliver customer luxury tailor suit shirt high price tag
2306,9463,Instoried,instorie augment write platform improve customer interest engagement platform help content writer e commerce news fmcg vertical optimize emotion marketing content found instoried base bangalore
2307,10174,inSTREAMLY,instreamly automate streamer management platform bring brand streamer micro sponsorship streamer able monetise content lowkey give brand opportunity connect generation z innovative way saas branch aim esport organization agency tournament organizer
2308,803,Instrucko,establish language learn platform
2309,7494,Insulet-Corporation,field medicine engineering manufacturing compliance help world class organization innovative medical device company dedicate make life people diabete easy
2310,4979,Insurdata,provide insurance reinsurance underwriter property specific datum support pricing underwriting portfolio management decision firm specialize high resolution peril specific exposure building level risk datum technology include mobile augment reality d model creation provide desktop mobile product
2311,5668,Insurtech-Gateway,insurance industry barrier entry founder run energy try stop shop founder underwriting paper investment capital advice design build startup surround great insurance partner fund support portfolio post incubation series insurance sherpa guide wilderness insurance co founder portfolio company insurer struggle innovate business enable insurer safe environment facilitate insurer technology partner insurtech know work duration building business like meet early stage founder game change idea product progressive interested collaboration
2312,4295,Intamac-Systems,provide internet access monitor control service home business market company offer internet platform portal connect product appliance device nerke deliver monitor control service open platform permit way monitor control solution mobile phone internet message service provide alert power failure flood fire burglary camera activation company monitor control service include alarm monitor elderly care flood detection fire detection camera monitor environmental monitoring guard cover company found later change company base
2313,6550,Integrated-Diagnostics,mission leverage powerful emerge technology development diagnostic product enable physician patient manage complex important disease cancer diabetes alzheimer blood test monitor disease marker simultaneously company plan develop pipeline game change diagnostic product enable diagnosis prognosis variety disease company base concept system view disease pathophysiology arise disease perturb network protein gene molecule
2314,5341,Integrated-International-Payroll,iipay market leader cloud base global payroll solution strength technology solve global payroll gap iipay sharply reduce dependence country payroll processor gross net engine provide clean comprehensive view organization global payroll landscape industry lead global system enable processing report generate single engine allow client reap benefit lean payroll calendar regardless leadership position satisfied empower team member bring new idea forward leadership team charge constantly move technology forward iipay operate single master service agreement assume liability ensure compliance jurisdiction include scope project strong partnership country affiliate understand local legislation regulatory requirement commit maintain clear boundary responsibility ensure compliance
2315,6679,IntelePeer,enable company communicate well drive revenue improve customer experience make well business decision leverage omni channel deliver single easy use cloud platform work seamlessly exist business solution
2316,8591,IntelliBoard,comprehensive reporting analytic platform market today provide analytic reporting service education community institution want expand reporting analytic platform help extract statistical datum gather present single dashboard form printable chart graphs analytic
2317,9079,Intelliboxes,patented technology make quick easy customer sell phone cash customer mobile phone complete evaluation min walk away pound
2318,2928,Intelligent-AI,developer platform risk underwriting management promise low claim business interruption global business risk company platform provide global location intelligence combine artificial intelligence data science satellite image analysis risk data set deliver degree view risk insurer corporation commercial property portfolio enable insurer business measure predict mitigate commercial property risk real time insight safeguard business establish exeter devon
2319,5789,Intelligent-Medical-Implants-Ltd,develop market intelligent retinal implant system degenerative retinal disorder company offer adaptive visual prosthesis bridge replace defective information processing function real retina patient retinal degeneration found base zug
2320,4729,Intelligent-Ultrasound,develop software improve quality reliability diagnostic power medical ultrasound companys product ultrasound easy use help hospital provide consistently high quality ultrasound image service minimize risk wrong miss diagnosis product show improve rate diagnosis ultrasound scan heart
2321,1064,Intelliment-Security,highly scalable network security policy automation provide software define security controller product help network engineering team provide application connectivity self service enterprise reduce firewall policy provision time second avoid mistake ensure continuous enforcement compliance guideline intelliment integrated product insert ci cd pipeline work physical legacy infrastructure virtualize one make speak
2322,6934,Intellisense,lead software service company uganda deliver product service help accelerate business innovation customer believe unleash growth create significant new value customer service offer include software development website design development training student business professional support service like office infrastructure installation internet email message system share printing service
2323,10395,Intent-HQ,intent hq look people data assist business customer centric human centric view enable know market create helpful service interaction shape strategy predict customer behaviour
2324,10115,Intercytex-Group,development stage biotechnology company engage research development commercialization cell base therapy repair regeneration skin hair company integrate cell technology platform develop live human cell base product product program development include vavelta facial rejuvenation skin damage repair product complete trial stem cell line develop cure leading cause blindness elderly hair regeneration product complete trial skn skin graft replacement burn acute wound complete phase trial company found headquarter
2325,9955,Interflora,follow official pinterest page follow flower inspiration special occasion home fashion wedding
2326,7095,InteriMarket,interimarket believe technology help reach far limitation traditional recruiting party cost outdate way talent management work change organisation collaborate grow gig economy power datum analytic machine learn ai expert house project base professional experience industry work change demographics talent board platform empower organisation globally manage smart project base talent place
2327,4081,InterResolve,radically new approach deal car accident personal injury claim highly automate process work insurer car rental agency bypass expensive inefficient legal process ethical solution end customer provide early medical attention clarity claim quick payment compensation whilst ultimately cut car insurance cost
2328,4771,Interse,s software company serve consult legal tax audit life science biotech defense high tech public sector investment banking industry offer model operate free text search navigation engine company solution include enterprise search free text synonyms hierarchy relation repository solution enhance collaboration information use enterprise classifi integrate management classification tool provide enterprise wide system operate s base copenhagen denmark
2329,7240,Intract-Pharma,oral drug delivery licensing product development company offer range proprietary formulation technology deliver novel optimise therapeutic target patient need company spin centre research innovation laboratory professor range formulation technology include phloral colon target delivery versatile microparticulate delivery system complementary develop unique gastrointestinal model closely reflect physiological environment human tract enable accurate predictable vitro vivo correlation
2330,6332,INT-Towers-Limited,own operate telecom tower region wholly own subsidiary large independent tower operator presence cameroon cote divoire
2331,4074,Intune-Networks,develop new networking technology allow telecom operator build network far simple operate great connectivity previously possible create new way switch packet long distance create optical ethernet switch fabric switch packet real time technology use tuneable laser switch packet emerge obs optical burst switch standard reduce network complexity drastically reduce number network component require make instantly available point network
2332,9028,Invenia,cloud base machine learn platform use big high frequency datum solve complex problem real time currently apply platform optimize electric utility operation electricity market use intelligence system link forecasting pattern recognition optimization model decision make process specific user result decision recommendation good answer problem user try solve give time energy market process involve understand problem generation transmission finally market simplifie operational decision make make use smart grid datum efficient frequency decision increase
2333,5385,Invenias,invenias worlds lead cloud base platform executive strategic hiring office host center support user country customer include executive search firm strategic recruitment firm house executive recruitment team executive talent organization firm enable customer fulfil search assignment effectively build strong relationship client candidate transform productivity operation customer love easy use desktop mobile application cloud base platform remove complexity cost passionate design innovative application incredibly simple intuitive easy use blend seamlessly favourite desktop mobile web application drive adoption participation user team organisation
2334,4040,Invenio-Business-Solutions,found award win consultancy headquartered solve complex business challenge innovative digital solution base technology company specialist expertise deep experience public sector select industry private sector include medium entertainment manufacturing chemical pharmaceutical industry provide end end solution service offering include integration mobility portal ai advanced analytic recognise lead implementation create industry specific solution continue deliver future transform organisation intelligent enterprise public private sector offices mauritius uae india
2335,3265,Invetx,veterinary therapeutic company focus biopharmaceutical bring human biotechnology animal health building world premier animal health biotechnology innovation platform protein base therapeutic closely good class biotechnology company major investor extensive network industry expert focus guide development exciting portfolio therapy technology deliver future animal care network include expert animal human health veterinary scientist clinician company vision global animal health industry fully leverage biopharma technology deliver dramatically improve health outcome pet farm animal population
2336,5435,InVideo,invideo mission invent video creation accessible world firmly believe future video creation browser device collaborative easy fun currently armed unique designer template premium medium include istock large audio library mood genre lot customisable feature aggressively move north star metric invideo flexible timeline drag drop editor enhance user journey make professional video browser live customer support service strong add value creator workflow customer feedback key way product shape everyday building end user make video live nutshell anybody scroll stop video invideo well mobile check filmr invideo user country video foreign language invideo look forward road ahead
2337,8445,Invisible-Technologies,invisible outsourcing automation alternative provide custom operation support scale revolutionary price point company found base
2338,7640,Invisible-Worlds,go business operate infrastructure software company develop block protocol solution meta datum management company solution break exist barrier enterprise application integration connect business process manage information internet provide infrastructure business information exchange interoperability internet
2339,2475,IOCOM,create visual communication software design videoconference collaboration solution break barrier communication unprecedented ease use performance security price business afford experience limitles communication
2340,6543,Ionix-Pharmaceuticals,base leader discovery development new analgesic medicine treatment acute chronic pain proprietary drug target state art chemistry company develop medicine design alleviate pain associated trauma operative procedure debilitate disease arthritis diabetes multiple sclerosis privately hold company found
2341,3390,Iora-Health,dedicated provide possible service care patient barrier excuse plague current system ve completely redesign primary care help patient well manage health navigate health care system patient get personal physician personal health coach stay close contact office visit available email text video addition person visit addition provide educational offering include group visit help patient stay track health goal
2342,4349,Iota-Sciences,develop technology unique capability advance discovery cell biology
2343,10769,Iotera,iotera wireless networking company acquire ring subsequently acquire
2344,7003,iPolicy-Networks,ipolicy network developer deliver real time consistent security enforcement enterprise carrier manage security service provider support multiple security function build enable superior performance heavy traffic load
2345,10559,IPOR-Labs,specialize development blockchain base derivative software base zug heartbeat consist part automate market maker amm
2346,4328,iProfile-Ltd,iprofile provide space online cv contain precise definition user skill qualification experience format recruitment industry adopt standard
2347,8980,IPV,global provider world class solution connect user broadcast video production sector content increase earning productivity fast turnaround content production turn generate incremental revenue enable collaborative preparation broadcast content news sport editorial promotional edit day day production series sale
2348,241,IRCCloud,client future stay connected chat miss message start talk team group communication problem stop schedule wasteful meeting getting bogge email work real time
2349,9509,IRT-Surveys,survey specialise rapid analysis quantification infrare image help identify energy inefficiency property defect enable plan future consistent focus innovation thermal imaging service complement proprietary software enable image quantify energy loss
2350,10428,ISIS-solar,house clear south face roof shade eligible solar offer free solar power solar install operate maintain solar system roof use electricity generate pay
