id,name,cb_description
2449,Ocyan,exclusion offer way insurance banking credit population country user datum credit score banking transaction identity country destination adoption business market
24967,Baton,tech hub network drop zone driver inefficiency haul trucking
1653,Sidequest,community app store reality
25423,Bayn-Europe,knowledge company food producer world market demand world solution sugar product calorie ingredient research recipe partnership customer food beverage industry
24185,Bayport-Management,subsidiary service
23489,BBI-Group,partner world healthcare organisation success quality performance gold reagent organisation business assay development manufacture range sector supply consumer healthcare product
34,Tekion,reliance platforms paradigm platform dealership software platform edge technology datum machine learning oem retailer dealer consumer integration customer engagement capability dealer consumer relationship innovator
24390,BBS-Automation,provider quality automation solution manufacturing testing process employee production site partner chip customer scale
2193,Genexa,medicine company mission medicine aisle medicine ingredient people one people business commitment people product standard dye chemical medicine people
24009,BCaster,video platform user content moment building time place platform mobile video
4059,Solid-Solutions,reseller 3d computer design package people
21318,BCB-Medical,health care service provider information management solution support management distribution information step regulation health care transparency quality authority treatment process requirement company today company value professionalism standard partnership customer driver business
24252,BC-Platforms,datum technology platform life sciences healthcare company manage omic datum access technology datum m life year data world datum company data service model company capabilitie datum globe use case r&d process discovery post market access technology platform technology company manage genomic decision support solution analyze datum genomics- omic research compatibility standard compliance privacy law jurisdiction
23307,Beatly,platform brand influencer report ad story sender brand brand awareness customer
22335,Beat.no,music agreement record label music dream service stream music download track computer device technology io subscriber classic playlist occation membership family agreement cabel company music partner
91,Patreon,patreon membership platform artist creator platform creator artist fund work communication platform connection user content video photograph image artwork graphic audio clip comment datum text software script material information trademark work support artist creator basis work generation creator ability living passion
24167,Bedbathmore.com,bedbathmore bedsheet collection quality doorstep home
24216,Beddit,morning zone night sleep detail heart rate respiration sleep cycle bed sheet device sleep track weight scale company sleep technology ballistocardiography method micro movement activity leader consumer sleep track solution
24763,BeED,launch path section winner company business accelerator education technology product quality learn solution candidate winner category progress field education
24722,Beenova-AI,school university world capacity solution corporate employee productivity knowledge term basis
926,Speechly,voice interface tool service learn language processing technology
36,Netvibes,netvibe provider decision make platform share business datum share analyze time evolution
4083,GitGuardian,cybersecurity startup issue secret source code problem credential place space company issue secret detection purpose
24358,Beijer-Ref,technology trading group value product customer solution refrigeration air conditioning
10022,HiPeople,depth candidate insight insight decision talent recruiting analytic assessment
2260,SquareBook,squarebook equity culture outcome access investor
150,Starburst,analytic engine data analytic engine datum warehouse datum lake unlock value datum access matter data database datum organization team cost infrastructure analytic investment vendor lock tool work business company company decision datum
462,Peoplevox,warehouse management software system differentiator ground challenge order fulfilment platform time inventory order fulfilment platform deployment inventory website time pick barcode scanner pick method world client price month www com
25615,Be-My-Eyes,eye suite product premise harness power technology connection people vision live press button app video connection vision user volunteer company representative co workers user country eye community eye quest support way industry leader eye customer member citizen employee way harness power generosity technology connection individual live
10512,Upfront-Chromatography,company expertise experience development process product technology extraction recovery biotherapeutic biomolecule complex cell bioreactor stream
39,Homebell,business enterprise craftsman service quote price live space project company customer living space approach quality value craftsman company customer plan result transparency pricing service partner home improvement
2356,Stitch,measure patient experience trial
4343,Glycoscoredx,prostate cancer test blood test chance outcome diagnosis disease customer inquirie phone email application
25043,Benefits-Network,benefit provider healthcare reform compliance employee benefit business insurance solution
24914,BESE,news content storytelle create format storytelle story culture nation news content story platform
22407,Besedo,provider marketplace fraud pattern trend scammer customer content quality relevancy enable deliver experience user mix automation tool moderation team operation world tailor client company people globe office tech company automation content moderation workflow approach moderation state art machine learn language processing quality
24531,BestDoctor,healthcare company tech insurance product people business company number user company player b2b market innovation risk management customer product development service doctor telemedicine consultation user partner clinic country record datum risk price client pharmaceutical travel medium industry solution world
5177,Stuff-That-Works,statistic engine datum insight community insight research roadmap people survey insight people insight
106,Pets-Deli,pet food brand focus subscription company vision customer centric food brand core market deli business model multiple revenue stream company product offering subscription flagship store partner chain
5613,Surprise.com,purpose enterprise class platform celebrate employee manager business leader goal behavior accomplishment milestone organization team goal
10519,Dendra-Systems,humanity restore balance world mission tool power ecosystem restoration
23692,Better-Stack,devop solution log weapon delivery software
25066,Better-Wealth,investment advice service supervision investment investor protection money client fund account deposit guarantee
2030,DrDoctor,cloud patient management tool virtualize process doctor patient patient partners platform company user access booking care plan test result hospital information healthcare appointment mobile text hospital way patient patient control
23058,BiBBInstruments,b instrument cancer tumor tissue tumor method capture tissue
23131,Big-Akwa,food tech innovation land aquaculture symbiosis aquaculture process industry solution approach fish production symbiosis temperature waste heat plant fish farm water fish growth energy usage water fish farm resource industry technology resource infrastructure present opportunity footprint fishfarm capital investment production cost fish loop nutrients nature
23306,Billecta,solution payment account payee bill money money detour trust account payment notify track customer system solution flow creation invoice reconciliation payment accounting requirement management type system business accounting system
1731,Tandem,bank legacy banking build app product input community user goal money help user time stress
2089,Talia,woman man way pension guidance tool pension empower woman gap
10756,Billhop,payment institution business consumer bill invoice credit card company
23891,BIMobject,corporation work product manufacturer product
24623,Binalyze,binalyze tool enterprise extent cyber breach
25680,BioBag-International,assortment product collection waste municipality bag sack food waste container food waste liner sack food waste caddie waste collection product municipality kitchen institutions food waste bag
41,NationBuilder,software leader company partnership company b funding board chairman fall role downtown office
6041,TeachKloud,platform provider compliance level country
434,Tavus,video cloning platform video
24503,BioEsol,energy storage solution energy user outage grid
22727,Biofrigas-AB,facility technology upgrade biogas scale production agriculture treatment plant industry company
43,auxmoney,lend platform consumer credit risk model process access credit risk cost lending auxmoney forefront inclusion
24072,Biolex-Therapeutics,stage company protein monoclonal antibodie enhance efficacy potency system technology plant production biologic product product treat
22524,Biomason,developer building material technology cement building material alternative cement production microorganism chemical process masonry material room temperature clay concrete energy consumption manufacturing builder build material carbon company microorganism biocement ® ambient temperature power biotechnology reinvent cement planet industry carbon emission cement use project tile product
24855,Biom'Up,expert field biomaterial develop devices collagen technology product specialtie orthopaedic general healing regeneration tissue bone
10705,Supira-Medical,paradigm shift industry incubator team state art facility work environment ideation concept cross work path decision make product
177,Pure-Storage,class enterprise storage ground advantage flash memory company product application server virtualization desktop virtualization database analytic olap cloud compute cost flash datum center organization growth power space constraint company product customer
23386,Bio-Restore,fashion innovation company expert design material science digitization product commercialization
22827,Bioservo-Technologies,start company result collaboration scientist mission muscle device semâ„¢ technology product market market semâ„¢ technology ceo company team person
1817,Wicrypt,application user money datum company program customer megabyte data beneficiary wallet host connect router fee hotspot
1456,Thread,styling platform help man clothe platform combination stylist machine learn algorithm information stylist suggestion customer preference time man
4639,TheySay,sentiment analysis product platform approach sentiment sentiment entity passage text
45,Cockroach-Labs,database cloud application company size app scale survive cockroachdb world enterprise industry company retail medium
24394,Biovian,-stop shop contract manufacturing biopharmaceutical service development facility c production product experience process development -manufacture quality aspect
1775,Cooperative-Innovations,reality development studio enterprise entertainment game technology content
512,Qt-Software,market user interface application framework desktop platform user application framework source software developer application user interface desktop operating system consumer device support maintenance training service software service track programs migration custom development service optimization requirement workshop client consumer electronic manufacturing entertainment transportation sector office development office company subsidiary
25560,Biowater-Technology,design engineer generation technology solution wastewater treatment market team experience project installation company technology solution treatment water wastewater mbbr office partner representative world
21896,Bipi,car subscription startup consumer car ownership subscription quality car payment transaction process platform user book car point time customer way access car
20979,Birds-Relations,app service marriage counseling
22103,Bitfone-Corporation,software software solution service provider air repair upgrade
6570,Transformative-AI,life event patient healthcare provider people live
25657,BitLog,logistic consult firm supply chain commerce industry software market world experience retail manufacturing company pillar operation
385,Reap,platform access connectivity innovation company management software payment product flagship business success tool customer market group investor team office country
540,RevenueCat,subscription platform build app subscription subscription toolkit business tool app subscription product user datum chart -party integration
1014,Troop,troop fintech platform resource shareholder right action network investor
22258,Bitreactive,technology platform development maintenance application logistic application technology sensor network meter company development tool development application creation integration component -partie process block marketplace distribution channel interaction network development application
24615,Bitrise,platform development developer integration testing deployment integration service developer love developer workflow result step integration process service development workflow developer customer startup enterprise company automation
6190,Typelane,employee onboarding flow way goodbye employee workflow design personalisation process
46,ERPLY,solution inventory data shop store warehouse time datum company software platform range accounting web shop outlet credit card reader device payment business solution store customer relationship inventory car service market car schedule job salon spa booking cafe
1571,MOO.COM,office print statiry photo design partner site card image collector item dream tool people content print product sticker card business card postcard card customer country
25453,BizBot,shareholde tool investor business owner user datum time resource growth paperwork company
23645,Blazar-Capital,company builder internet space idea partner entrepreneur ceos company investment expertise leadership inception brand angel investor
22571,BlueCall,wellness empowerment toolkit organisation leader employee wellbee hand toolkit coaching session self development need
22780,Bluetest,develop reverberation chamber software development evaluation product antennas company state art test method antennas test end user parameter coverage throughput battery lifetime measurement systems distributor network reverberations system location site world
22113,Blyk,blyk medium work operator people brand stuff service leader mobile advertising audience engagement ability response rate investment advertiser text medium advertising format behaviour people message phone people brand way company office partner
3764,UK-Flooring-Direct,retailer quality brand wood laminate vinyl consumer trade e pioneer
218,RPX-Corporation,provider patent risk solution buy acquisition syndication patent intelligence insurance service service efficiency patent market litigation company approach capital patent expertise client contribution patent buying power patent patent risk client network client fee company size right patent portfolio acquire patent asset right client network member sector consumer electronic pcs commerce software service medium content distribution communication device network semiconductor promise patent patent right portfolio
23711,bmetric,business boost sale conversion customer experience contact centre channel channel management strategy bmetric service machine technology technology consumer culture majority interaction website customer website lion share session time machine approach customer journey rethink engage customer solution align customer channel contact centre flagship technology model customer journey time channel cost sale service outcome customer -party journey data customer message action customer need channel availability solution bmetric tracking touch brand insurance banking publishing telecommunication utility sector
6112,Upptalk,communication app user text group chat multimedia app device contact mobile phone user user credit signing friend video promotion
24317,bMobilized,pioneer technology cost time skill create state art website company technology website website customization feature map site business advantage opportunity engage customer device software service basis business increase customer engagement revenue service website network partner venture service provider web development agency directory service company partner market service revenue retention rate desire business mobile foundation service engage customer device platform web services platform company team forefront development web technology
23788,Boatflex,peer peer platform boat rental mission create network rent quality boat sailor members way cost ownership boat renter network rental motor boat fun day water sailboat holiday experience price
20130,Vivid-Vitality,mind premium powder
5506,Vara,staff management business worker notebook spreadsheet track payroll app
4374,Utility-Stream,gas electricity water procurement technology service
21904,Boatsetter,boat rental community boat owner boat captain water experience boat share marketplace boat rental consumer experience company catalyst growth capacity vessel turn boat owner return boat investment approach class market tool company home rental driver model share economy marine industry team marine professional tech veteran car rental industry expert share economy industry traction network industry business partnering company basis roll platform
25648,BoFood,bofood food compromise taste health environment product choice people need wish quality product bofood company person food industry role company bofood product taint soy flavour product combination flavour status bofood factory dessert dairy product factory bofood property right product trademark climate product
10671,​Reacta-Biotech,manufacture food challenge material pharmaceutical standard
1624,HotelRunner,accommodation transition sale operation visibility user self service platform freemium business model sale distribution management platform type accommodation web booking engine channel manager travel agency wholesaler website content management system desk center management relationship management payment collection promotion tool division supply acquisition contracting onboarde account opening engagement performance report commission collection service travel agency technology provider payment system country accommodation platform travel agency wholesaler payment system partner
1478,Vira-Health,health company term health woman condition collection datum healthcare
24516,Bokadirekt,service aim service reservation phone internet service provider idea service collaboration service provider industry user booking service
2702,Vitesse-PSP,areas bank collections bank industry peer platform help payment way
22913,Boka-konferens,boka konferens booking platform user book conference room space office product consumer inquiry telephone number email address website
22354,Bolånegruppen,group interest rate mortgage loan bank interest rate member members household money
22926,Bomill-AB,market equipment analysis separation grain product food industry experience cereal technology sector dedicate time idea grain quality company quality wheat wheat barley kernel technology head office town airport company quality technology sale organization agent distributor
21987,Bookboon,book company company website book professor expert field expertise subject business book university textbook
1509,VOI-Technology,micro mobility startup scooter transportation headquarter create system scooter center way commute people carbon footprint cities transportation network
7802,Believer-Meats,biotechnology company transform meat production manufacture fat muscle cell food safety impact aim timeless vision animal meat production reality edge agriculture technology award biologist bioengineers reality world chef scene
22246,Boostcom,world proptech company shopping industry shopping centre customer office location venture fund market position product development shopping centre company integrate touch point shopping mall environment datum layer sale owner customer point point solution loyalty scheme mobile advertising solution importance provide customer result line development expertise technology customer solution concept contribute goal sale office
25103,BOOST-Pharma,biotechnology research company stem cell therapy treatment mesenchymal stem cell bone capability bone patient bone formation
191,Milestone-Systems,milestone software manage processing video image surveillance network server installation
21700,BOOST-Thyroid,data science company patient control condition datum information condition mission term health consequence halt disease progression health outcome age cost healthcare
23060,Bower,deposit solution package product number package product garbage environment value term pledge deposit bottle beer can consumer incentive recycle package world position technology consumer deposit value phone recycling packaging place solution sort packaging plastic bag mug product reverse machine consumer recycle recycling station location consumer brand mean way increase recycling rate app consumer brand deposit value packaging money point responsibility packaging time relationship end consumer deposit system sound behavior deposit station behavior incentive deposit station
22366,Boxgard,boxgard aim customer storage customer self storage company price storage space transport box accessory solve headache customer solution transport storage space use transportation fro box home overview goal service order storage transportation track box thank interest support partner world leader transport safekeepe opportunity platform job offer superb service customer
22985,Branäsgruppen,resort operator idea slope municipality promise support person charge care project time construction ski slope project boost project council finance message project state aid ground inauguration plant kronor cost bankruptcy agreement creditor debt plant owner resort
4328,iProfile-Ltd,space definition user qualification experience format recruitment industry standard
21633,BrandBastion,community management choice advertiser premium solution advertiser performance medium brand help brand advertiser conversation ease power mission organization industry conversation relationship audience
21909,BrandHouse-Holding,retailer specialist shop consumer quality product brand border efficiency logistic financing sme license product business history market suite technology
22156,Brayfoil-Technologies,wind turbine blade force industry expand turbine size wing technology biomimicry bird wing flight wing change shape way technology wind turbine blade change shape load mw device pilot turbine site university partner
2772,MonkeyBall,play earn soccer game kind fun monkey game
23059,Aim-Sweden,company manufacture 3d printing product structure company thing customer flexibility design manufacturing component metal polymer manufacture technology industry technology application
6246,Mural,fintech startup payout platform fee web3 leader company
24184,Bread,partner retailer pay time solution finance company technology advance consumer credit access transparency ease use cost product merchant partner sale product consumer
23475,Breye-Therapeutics,firm stage provide edge treatment management disease
5413,Eatron-Technologies,​fast software supplier software vehicle reality oem grade software platform bmstar imstar software platform counterpart connectivity analytic update software improvement performance reliability lifetime vehicle software solution industry vehicle benefit business ​consumer planet
22037,Bricknode,platform institution security brokerage business platform user interface office operation advisor end customer access function user experience core service operation module provider addition software provider subsidiary security firm act labelling capability
23090,Brighteco,value startup hardware computer screen
15611,Molab,drug discovery process benefit patient people benefit range application drug discovery chemistry toxicity property
22155,Brim-Explorer,ocean excursion noise pollution ship
483,NGINX,company source project suite technology application solution bridge gap application service span code customer
482,Sezmi-Corporation,entertainment service company strength broadcast technology internet offer entertainment solution consumer company video entertainment platform aggregate sources- tv programming hdtv movie internet video demand personalization navigation plan platform platform pc infrastructure company management team executive entertainment company
21804,Brocc,company marketplace consumer service intermediary solution term transfer credit payment
21880,Budbee,delivery service customer satisfaction efficiency mile logistic service track information instant chatting time queue customer shop experience
22459,Buddy-Healthcare,care coordination platform coordination provider care protocol journey format patient patient patient information task questionnaire instruction care period care professional time visibility patient preparation recovery procedure patient attention
9367,Lofty,service solution storage storage neighboring city storage apartment optimize living space apartment alternative service mode storage home delivery self storage furniture storage storage self storage box rent storage box rent
6577,Novacta-Biosystems,knowledge team business model biocatalysis pathway engineering service business effort disease pipeline
23126,BudID,budid service housing business solution housing transaction
23267,BuildX,construction market construction project capacity time price soar record price market contractor trade barrier market mission change situation market contractor vision construction market contractor price trade barrier way platform construction tender sector company work step vision
15395,twidox,user organisation share document technology document internet enable user world web focus website industry document research material paper articles coursework dissertation datum statistic site archive index text user charge
3941,One-Media-IP-Group,acquisition exploitation medium property right distribution medium outlet medium product music video word book company music content tv film advertising video game
431,OpTier,provider application business transaction day dna market award cloud solution business monitor production application enterprise insight application performance business result customer satisfaction
23239,Bumbee-Labs,analytic prediction datum signal phone insight environment data collection datum cleaning model method kind approval account company approval method datum element insight number visitor dwell time path zone level datum dashboard system customer datum model network network insight purpose
23842,Burt-Corporation,startup studio building datum company advertising industry company address gap technology creator publisher marketer product generation tool attention measurement conference platform advertising growth analyst entity
5732,Oxagen,company drug discovery development solution molecule drug treatment bowel psoriasis allergy arthritis disease
10414,Image-Metrics,team computer scientist consumer application computer vision analysis recognition technology patent man year research element company experience games device environment algorithm recognition gesture emotion wink eye camera laptop tablet smartphone self representation content control technology device game app developer sdks company research development office
6070,Overwatch-Research,track software research afford time error collaboration lab
25251,Butchers-&-Bicycles,point day cycling product passion hand pride district hope
9537,Actuation-Lab,actuation problem servicing requirement longevity actuator
21754,BYON8,co attempt health care industry solution inception pace developer team members team concept company vision concretization idea backup idea office university supporter history phase support venture capitalist partner world health care exception aim health care demand
25133,Bytbil.com,marketplace car motor home motorcycle outlet garage mission service buy car customer car dealer sell car
7120,Impact-Biomedicines,development life treatment patient cancer pipeline fedratinib molecule kinase inhibitor treatment myelofibrosis polycythemia vera
25504,ByteActive,partner information security cost operation people datum reduction de duplication blend datum manipulation compression encryption source level de duplication bit level compression chain encryption source datum technology security datum storage cost customer
22077,Cabana,flexibility travel plan traveler book company fleet custom hotel room van traveler freedom travel sleep element bed storage bathroom internet ground premium experience lodge quality amenity suite space tech traveler convenience peace mind contact check app traveler check hotel room pit desk
24543,Cabforce,mission door door travel experience agony offer price credit card payment receipt taxi hire car minibus booking city
23921,Cacharge,company commitment solution background estate energy optimisation entrepreneurship
24428,Cachet,service marketplace mission platform economy worker insurance policy platform use service platform worker cost earning lifestyle platform economy
24560,Cajo-Technologies,laser solution purpose forerunner laser software material knowledge laser beam innovation solution traceability product marking production process
24948,CALA,mission access class infrastructure fashion industry way web platform app customer design fabric selection product development network partner addition logistic post purchase experience fulfillment customer service
23889,CallDesk,software service platform route call center solution crm system startup enterprise client price minute customer language
696,Phorm,technology company development web personalization technology solution internet service provider phorm behavior advertising technology service office
2199,PharmaKodex,company molecule drug pain condition company office subsidiary
10662,Creative-Car-Park,specialist car park management company parking enforcement solution site
10571,Impression-Technologies,service engineering need concept production knowledge expertise support ® technology transform project facility house production run customer partner
9958,Index-Stock-Imagery,index advertising community source stock photograph illustration library image artist artist agency
22016,Calmark-Sweden-AB,method enzyme lactate blood analysis point care biomarker method development information
24065,Cambio+-Healthcare-Systems,healthcare solutions care stage personâ´s life technology goal health care company plattform support healthcare organisation
23004,Camcoil-Systems-Sweden-AB,manufacture reel metal industry company
291,Productboard,product management system product team customer roadmap
4845,automaited,process automation software integrate system support workflow adjustment system minimizes risk cost process
25592,Campadre,campaign website member clothing accessory home decoration lifestyle product price shopping concept shopping club brand price time campaign member member campaign member member number member number member investor staff
12047,Marondo-Capital,investment partnership growth technology company ambition generation sme leader industry healthcare technology material technology software cybersecurity marketing technology team market investment experience company
8775,Industrial-Origami,metal design technology license sub license supply manufacturing aspect company technology sheet material load structure customer technology product technology license sub license design service technology simplifie design assembly product product design precision method contract manufacturing partner network
9253,OWS-Agri,technology development company ozone nitric oxide safety food agriculture product
23929,Canary,service company fund people impact lab research influence policy formation way health platform employee grant money emergency hardship time difficultie ability living expense mortgage utility food date organization employee distress access emergency grant
198,Rakuten-Americas,buy product store search inventory retailer location technology alert store customer pickup consumer need retailer customer
594,InfoGear-Technology,software asic cost internet market product iphone telephone touch screen access line service company
78,Rebtel,solve problem encounter border flee communication work banking problem management group company tradition disruption technology platform communication money transfer user work program home group world company employee nationalitie
418,Respond.com,marketplace purchase consumer quality business user request form response service provider market user sevice provider
23996,Canatu,solution design freedom user experience level 3d touch device weather develop 3d film sensor heater solution film plastic glass textile leather touch switch user interface 3d heater solution sensor film method equipment supply cnb ™ film touch sensor module vendor industry consumer electronic sale location network kind innovation
25410,Candidator-AB,candidator company operation telephony outsourcing service company organisation market motto strategy term customer relationship levels solution customer business benefit
13991,Marvel-Fusion,developer fusion energy technology offer environment energy reactor pulse energy laser fusion power consumer energy source company
3751,Research-&-Development-Specialists,businesse r&d tax credit refund hmrc
8939,Oxford-BioElectronics,medicine people patent technology team design expertise mix market device
372,Shopmonkey,process management software auto repair shop platform entry invoice payment shop management system customer ability pay person tool customer email user appointment confirmation reminder share invoice inspection sheet payment question click company
22574,Capcito,provider capital sme invoice factoring business loan button cloud accounting application bank lend platform scoring engine accuracy credit assessment solution sme growth business
21844,Capeesh,machine intelligence language company engine build user industry job department mother tongue
496,RetentionForce,marketing software business state art marketing solution technology chatbot software client loyalty program program customer review feedback collection tool marketing marketing automation platform use time marketing business repeat customer minimizes work automation use content template business system tool business business use feature system marketing tool growth plan plan package solution stage business
173,RightScale,enterprise delivery cloud application customer line revenue cloud usage risk cost cloud cost management optimization solution organization action cloud enterprise solution organization access portfolio cloud service business unit development team enterprise control
23555,Capevo,platform form company
120,Robinhood,robinhood stock brokerage customer stock option etfs cryptocurrencies commission startup equity cryptocurrency option trading cash management account stock brokerage platform access market people money trading stock application company
10704,CloudCath,sensor platform dialysis patient complication detection number visit
21993,Capitainer,patient volume blood spot home technology volumetric blood collection device patient blood sample comfort home technology solution cost saving healthcare provider blood sample
1492,muse.ai,company world video content content audience video human goal build search knowledge product user experience upload search content solution video experience complexity audio content world product video searchable bite consumption platform
22095,CAPNIA,company product gas delivery system number disease application gas compound product trial treatment acute migraine symptom people condition
82,Secret-Escapes,negotiate rate luxury hand hotel holiday price pay booking hotel room access member rate email address cost access rate hotels holiday struggle match price guarantee
188,SecureWave,endpoint security software solution company security data leakage prevention protection system health maintenance compliance solution security solution monitor control application network organization datum threat company government education manufacturing sector product network reseller service provider partner
456,SESO,labor marketplace agriculture shortage labor problem farm workers guest worker program service offer qualify training worker visa automation management software employer law employer quality workforce cost worker employment opportunity
7905,InforSense,enterprise business intelligence software product core technology platform organization automate datum source information analysis process insight core technology product analytic document explore automation library edition edition machine company product research software application cohort identification researcher analysis datum generation throughput platform solution framework patient specimen data research analytic environment bioinformatic solution sequence analysis informatic database annotation vendor environment cheminformatics solution addition business intelligence product solution asset management credit risk risk edition solution company workshop training service company biotechnology consumer good service manufacture communication company operation office subsidiary
23573,Capturi,platform speech recognition customer centric business customer platform conversation analysis software company customer conversation time access insight value improve quality maximize customer employee satisfaction customer employee satisfaction conversation analysis language class
5051,Skuad,payroll benefit compliance country employment employment lifecycle company business investment hr admin effort
24125,Carbo-Culture,carbon tech startup carbon atmosphere carbon material biocarbon technology woody temperature instant biocarbon benefit carbon form atmosphere year material benefit biomaterial soil word biocarbon power carbon atmosphere climate change climate change material
21520,AISPECO,company monitor system helicopter uavs vehicle
24501,Carbonwave,seaweed platform address sequestration pollution volatility climate emergency system level approach operation collection distribution ecosystem economy
24343,CardioMech,developer device heart disease surgery placement chord valve company device placement chord surgeon access option heart disease technology treat patient regurgitation prolapse flail
4022,Shuropody,shuropody foot provider clinic people site footcare service comfort footwear support footcare product
25324,Cardior-Pharmaceuticals,biotechnology company development therapeutic treatment prevention heart disease inhibitor master switch alteration heart stress injury spin therapeutic treatment prevention heart disease number death world
2565,AeroCloud,edge technology aviation industry
15430,matched.io,job technology developer company simplifie hire process assist team job career
215,Silverfin,cloud platform accountant efficiency competitiveness profitability compliance service power development delivery service data client system host cloud accounting workflow datum hub compliance
94,SourceLabs,provider set tool service support source software company subscription enterprise support maintenance upgrade source software website community project document source software
10736,NeuroVia,need disease goal arrest onset deficit
13084,TakWak,producer device camera mp3 player
22418,AISTI,wood fiber tile carbon recycle bring sustainability construction tile tile
7279,InLive-Interactive,television solution technology software television viewer television program telephone time player broadcaster platform interaction viewer format television station content programs company partnership company office
407,Squarespace,website build e commerce platform user brand transact customer company suite product entrepreneur creative professional project business website domain commerce marketing tool scheduling tool medium presence access design customer country touchpoint company
30,Standard-Treasury,company business bank apis ease transfer transaction company banking service business startup end files spec page
53,Stardoll,entertainment gaming destination teenager world teen likeness design dress approach fashion celebrity friend audience girl site collection garment home design accessory variety world brand
13632,MaRVis-Medical,production guidewire intervention treatment market field measure increase benefit safety technology area radiation procedure ray
21672,Aiten,healthcare measurement lifestyle change disease
3017,Quit-Genius,world clinic nicotine alcohol addiction evidence approach therapy medication device employer health plan cost addiction live employee member
23705,Cardlay,approach discussion process payment card time notification account functionality transaction company load transaction time cardlay integrate payment card transaction expense management software platform platform issue load card expense visibility currency expense app time notification account functionality transaction free resource cardholder accounting department customer benefit
104,StorSimple,application storage solution storage performance scale datum protection cost enterprise storage application
6751,Sunfire,manufacture system gas fuel production mineral oil gas e e e fuel infrastructure oxide cell conversion process generator electricity heat vision energy source wind farm plant system wind wave sun
22427,CareChain,effort technology coordination scale collaboration ecosystem order minimise coordination establishment consortium ecosystem challenge context technology infrastructure start test advantage automation security benefit fix ownership model deploy resiliance security number member network consortium co partner
17269,The-Meatless-Farm,producer plant mince burger sausage taste protein vegan
10763,Buyk,food delivery platform food grocery product
22759,CareLigo,product aid heart disease care quality life career saving consequence
3448,Tessera-Therapeutics,stage life company biotechnology scientist clinician ability message disease source potential medicine breakthrough gene therapy gene edit limitation utilization efficacy life innovation enterprise resource category company health sustainability
433,Temporal-Technologies,computer software company user application developer primitive fields information technology software development computer software
2865,Symetrica,development commercialization radiation detection identification system security diagnostic space research development application company
22393,CAREMAKER,fundraise thing honeymoon memorial friend life event project idea idea ceo period cancer endure chemotherapy radiation treatment organization institution struggle tool time fundraiser contact question search idea platform fundraiser charity project
23281,Care-to-Translate,language migration language barrier problem healthcare sector effort problem interpretation service cost care translation tool problem language barrier provider communication healthcare professional patient language cost safety healthcare
22908,CargoBeacon,device cargo environment datum cargo transportation industry support temperature humidity acceleration shock event datum timestamp order event
64,topi,subscription platform retailer manufacturers equipment business tech infrastructure retailer manufacturer business customer access refinance insurance hardware management click company usd m date
1479,Thington,company founder consumer product technology expertise location network web datum
22197,Carmel-Pharma,manufacture distribution product quality life people administer drug system drug transfer device drug interaction environment company product cancer center oncology practice specialty pharmacy facility office
25494,Caromba,consumer workshop service car repair shop chain consumer price service market
24534,CarZar-(Pty)-Ltd,car buying service consumer hand vehicle
7884,Paksign,signature platform individual business paperwork sign document identity e signature
98,Trustpilot,review platform review domain people share review business company tool consumer feedback business result mission people business experience review time consumer office employee nationalitie
7128,Alderaan-Biotechnology,company antibodie target oncology nk cell
