id,name,cb_description
5051,Skuad,digital onboarding cross border payroll statutory benefit local legal compliance country employment entire employment lifecycle company business heavy investment complicated hr admin effort
24125,Carbo-Culture,carbon tech startup carbon atmosphere atmospheric carbon functional material biocarbon patent technology woody ultra high temperature instant biocarbon benefit carbon stable form atmosphere functional material environmental benefit biomaterial soil word biocarbon power carbon atmosphere climate change climate change material
24501,Carbonwave,sustainable regenerative platform sequestration pollution volatility climate emergency system level approach operation collection distribution vital ecosystem resilient circular economy
24343,CardioMech,developer therapeutic device structural heart disease transcatheter alternative cardiac surgery placement artificial chord mitral valve company device placement artificial chord surgeon access new therapeutic option heart disease technology patient severe symptomatic degenerative mitral regurgitation prolapse flail
4022,Shuropody,shuropody foot happy healthy large independent provider clinic people site total footcare offer service comfort footwear orthotic support footcare product
25324,Cardior-Pharmaceuticals,biotechnology company development non code therapeutic treatment prevention heart disease oligonucleotide inhibitor molecular master switch microrna pathological alteration heart stress injury academic spin new therapeutic treatment prevention heart disease number cause death western world
15430,matched.io,job matching technology developer innovative company algorithm hire process assist right team job career
215,Silverfin,cloud platform accountant successful efficiency competitiveness profitability compliance service development delivery advisory service financial data client system host single cloud automate accounting workflow datum hub compliance easy fast accurate
94,SourceLabs,provider set tool service open source software company subscription enterprise support maintenance upgrade open source software sash proprietary website community project open source software
7279,InLive-Interactive,interactive television solution technology software television viewer television programs mobile landline telephone company real time player broadcaster technical platform real interaction viewer interactive format international television station interactive content program company strategic partnership company additional office
407,Squarespace,website build e commerce platform user brand customer company suite product entrepreneur creative professional project business website domain e commerce marketing tool scheduling tool social medium presence access design customer + country consistent brand digital touchpoint company
30,Standard-Treasury,company easy business bank standard apis transfer transaction company banking service small business startup complicated large file spec page
53,Stardoll,virtual entertainment social gaming destination teenager virtual world teen likeness design fun approach fashion celebrity friend worldwide audience girl aged site extensive collection garment home design accessory variety real world virtual brand
13632,MaRVis-Medical,production ready guidewire surgical intervention interventional treatment large market medical field new measure possible medical benefit patient safety improve technology area radiation free procedure x ray
3017,Quit-Genius,world digital clinic nicotine alcohol opioid addiction evidence approach medication virtual cognitive behavioral therapy medication device employer health plan high cost addiction live employee member
23705,Cardlay,approach forth discussion process payment card real time notification virtual account functionality multiple transaction simple fast immediate company load transaction real time handle payment card transaction expense management single software platform platform load card expense complete visibility physical virtual card second currency expense app real time notification virtual account functionality multiple transaction simple fast immediate resource cardholder accounting department customer immediate economic benefit
104,StorSimple,application hybrid storage solution consistent storage performance scale datum protection cost percent traditional enterprise storage application
6751,Sunfire,system renewable industrial gas fuel production substitute mineral oil natural gas e e fuel e chemical fossil fuel infrastructure solid oxide cell conversion process generator electricity heat vision regenerative energy source wind farm hydropower plant system available wind wave sun
22427,CareChain,joint effort technology coordination large scale collaboration open ecosystem order coordination establishment national consortium ecosystem regulatory challenge local context technology infrastructure advantage automation security benefit important fix data ownership model ready resiliance security number consensus members network nodes consortium co found partner
22759,CareLigo,product home aid heart disease patient active care patient quality life few career huge saving consequence
3448,Tessera-Therapeutics,early stage life sciences company new biotechnology scientist ability small large therapeutic message genome disease source write potential new category genetic medicine recent breakthrough gene therapy gene edit important limitation reach utilization efficacy life innovation enterprise resource category company human health sustainability
433,Temporal-Technologies,computer software company user resilient application developer friendly primitive field information technology software development computer software
2865,Symetrica,development commercialization radiation detection identification system security medical diagnostic geophysical space research development application company
22393,CAREMAKER,super simple thing honeymoon memorial easy family friend important life event project cause idea idea long period cancer chemotherapy radiation treatment organization institution struggle easy tool present time fundraiser question search idea online platform easy efficient fundraiser charity project
23281,Care-to-Translate,language migration language barrier major problem healthcare sector effort problem expensive unsafe limited interpretation service high cost inefficient inadequate care digital translation tool problem language barrier healthcare provider safe effective communication healthcare professional patient different language cost patient safety healthcare effective equal
22908,CargoBeacon,device cargo environment data cargo transportation industry log temperature relative humidity acceleration shock event datum timestamp order non event
64,topi,subscription platform retailer manufacturers equipment business tech infrastructure retailer manufacturer business customer access refinance insurance hardware management click company m date
1479,Thington,company founder new consumer product technology expertise location social network web datum
22197,Carmel-Pharma,manufacture distribution product quality life people administer dispose hazardous drug close system drug transfer device hazardous drug interaction environment company product cancer center oncology practice specialty pharmacy facility additional office
25494,Caromba,caromba consumer portal workshop service independent car repair shop large chain consumer price transparent service market
7884,Paksign,electronic signature platform young tech savvy individual business slow costly paperwork document identity e signature
98,Trustpilot,powerful review platform free open review domain people place review business company tool consumer feedback business result mission people business experience review time consumer office employee different nationality
95,Soluto,support digital protection service user premier support technician mobile app web portal proactive communication remote device management service proactive support user problem actionable email alert issue pc laptop smartphone time frustration offline cloud service action pc insight report asset management activity
13198,Resourcify,operate system recycle waste management company recycler recycle easy fast affordable software location recycler container waste stream
4607,Innovify,digital innovation product management company headquarters wide range expertise client innovative product key business driver collaborative work model function lean philosophy partner client typical scope application development range digital product website app software successful new market opportunity underlie value driver numerous organization entrepreneur start up approach solution infrastructure business competition partner company phase early stage conceptualisation development marketable product niche implementation innovative business process market potential technological environment stage idea scalable business innovative ideology ideate life idea idea right way high peak success right partner digital ambition
20963,Cascadian-Therapeutics,clinical stage biopharmaceutical company develop therapeutic product treatment cancer company clinical stage product candidate tucatinib active selective small molecule tyrosine kinase inhibitor trial combination combination kinase protein kinase pre clinical study cell division cycle dna damage replication stress addition company development novel antibodie cell immunoreceptor domain inhibitory receptor t cell nk cell immune response cancer license agreement manufacture commercialize tucatinib research collaboration agreement discovery novel inhibitor collaboration agreement discovery novel immunotherapy target oncology
3364,Unbxd,e commerce product discovery platform artificial intelligence advanced datum sciences shopper product likely machine site search shopper search result merchandiser insight advanced machine learning algorithm e commerce company user interaction website conversion sale volume
22243,Catchatrade,online seafood marketplace risk free seafood trading company platform user ability global community seafood professional new trading opportunity cost sale sale volume quick easy use trading platform seller buyer
23607,Catglobe,research company software product service research industry research client company range research tool client direct access ™ resource center panel technology work process research institute administration interview method statistics report company product service partner country
23665,Catinet,catinet carpet clean industry heavy dust particle measurer dust remover handmade press extractor carpet spin carpet service pack table handle type carpet
5125,VERSATILE,machine learn construction process datum point real time insight job site performance decision make hook crane kind technology unparalleled production datum job site information material redundancy construction progress crane utilization
100,VirtualLogix,virtualization software solution connect device network virtualization software platform system heterogeneous operating system application multiple operating system environment hardware company product commercial real time operate system system general purpose processor digital signal processor virtualization solution wireless device customizable solution product eclipse graphical environment user platform consult training service support program company solution g wireless handset multimedia device equipment system application semiconductor company manufacturer carrier company additional office
24448,Causalus,causalus company world dedicated process software medication review patient medicine people prescription medicine mrs gold standard adverse drug reaction health expenditure process time continuous medication change impact track document action complete transparency
58,Spendesk,time money entire spending process visibility automation business empower finance team valuable time strategic topic business business start up brands global community finance leader member
24262,Cavitar,expert illumination laser diode laser technology laser light high speed image machine vision application company versatile component product system end user r&d application integrator industrial monitoring system cavilux illumination laser high power brightness efficiency traditional light source industrial process monitor laser customer heat fast motion unique feature accuracy critical measurement r&d application industry solution real time visual monitoring ergonomic substantial cost saving manufacturing couple compact solution industrial environment limited space
6829,WatchMeGrow,solution busy parent kid childcare secure multi user stream video service childcare preschool user kid camera classroom daycare videos cloud family privacy
3781,XCD-HR,online self service system hr visionarie ambitious firm right information fingertip hr control free real value hr work business talent good team world hr vision reality
24084,Cayenne-Medical,sport medicine company arthroscopic surgery product surgeon anterior cruciate ligament reconstruction hamstring soft tissue graft company device native knee kinematics tibial device anatomic reconstruction application reconstruction procedure bone patellar tendon bone bone tendon bone graft addition interference screw shoulder product
24041,CBTec-Oy,ex meego employee vision education technology vision belief education available history great philosopher world olive tree remarkable event foundation human education available people philosophy education available world educator student free online classroom course university college trainers coach clubs free learn management system course content teacher smart friendly interface fast easy feature educator able student feature discussion board video image newsfeed visual notification calendar corner world
23567,CCURE,ccure ® pharmaceutical company development production wide range basic sterile injection product ready plastic syringe ccure ® long term storage pharmaceutical product introduction ccure ® time traditional handling ampoule vial disposable syrinx nurse hospital ward syrinx place condition compliance current legislation quality assurance pharmaceutical production patient safety traceability product economy unused syrinx later use time preparation ward patient care ccure ® project interesting example cooperation public institution private corporation
23218,CE-Check,company product business cloud automation tool capable scalability reliability performance service business requirement necessary product feature support product accredit test lab creation storage technical file main service offer platform self certification subscription mark electrical product mark medical software app product testing lead time advanced system business cost time market
24856,Celladon,biotechnology company molecular therapy treatment heart failure product calcium cycling contractility heart muscle cell enzyme replacement therapy heart failure
89,Supersolid,mobile games studio game date download popular enormous popularity early game ambitious game strong review multiple platform title character award cartoon series ambitious game small team experience mobile social game veteran backgrounds titles award hit series
4651,Oxyntix,research intensive team new technology energy process engineering field capitalise know intellectual property expertise
203,Bird,bird vehicle sharing platform affordable transportation solution community world company platform coordinate city citizen access personal electric vehicle user sustainable environment friendly local transport
25609,Centiglobe,decentralize cross border payment system instant speed blockchain decentralize exchange system custodian blockchain asset promissory value user value time blockchain protocol feature user freedom multi directional foreign exchange market delay primary purpose vibrant global economy transparent open collaborative legacy system new consensus transaction time environmental footprint blockchain technology
13199,voiio,people culture core profitable resilient innovative company simple truth foundation success solution company employee physical mental emotional welfare benefit platform comprehensive range digital regional diversify offer employee one category social life mental physical health personal challenge crisis voiio proprietary match individual need
23772,Cercare-Medical,medical design software tool acute stroke management effect stroke software infarct area image mismatch volume number salvageable tissue
47,Upserve,day restaurant workforce restaurant few employee independent giant chain restaurateur business tight margin big capital budget software nerd time handle guest staff menu marketing finance restaurant level smart management assistant clear guidance restaurant magic ingredient timely guidance easy guest staff marketing finance menu restaurant easy smart company
23563,Cerebriu,health tech company machine learn medical imaging workflow efficiency quality radiology software solution company aim image acquisition protocol triage brain acquisition decision support key stage diagnostic process company finding brain brain stroke bleed tumor dementia brain
24106,Ceregene,private biotechnology company treatment major neurodegenerative disorder delivery nervous system growth factor clinical program vector nerve growth factor study treatment disease cere-120 trial disease future development cere-135 cere-140 preclinical development amyotrophic lateral sclerosis disease ocular disease
23778,Certainly,mission business awesome user experience digital twin good salesperson company people interactive experience conversation click transaction new focus loyal long term relationship customer software platform business customer partner + country business size state art code high quality experience customer language free demo specialist opportunity
8545,Nykaa,platform different beauty wellness product man woman comprehensive content product review beauty video article expert e beauty magazine helpline product service customer need product authentic brand delivery experience
22602,CERTEGO,supplier complete security solution protection property people safe large company capacity local presence personal service qualified dedicated employee entire chain security solution feasibility study project work installation service management responsibility initial need analysis screw place security solution work clock global leader door opening solution public housing safe pleasant property right partner security solution business border safe
20798,Denwa-Communications,wide heart company staff productivity customer service friendly sale staff team technical expert responsiveness business downtime minimum time extra mile current datum infrastructure business telephone system staff brand solution house engineer support plan hour cover client high level service point sale completion
10115,Intercytex-Group,development stage biotechnology company research development commercialization cell therapy repair regeneration skin hair company cell technology platform live human cell product product program development facial rejuvenation skin damage repair product trial cure cause blindness elderly hair regeneration product trial skin graft replacement burn acute wound trial company
24315,CFEngine,pioneer organization agile way infrastructure application large organization provision resource new application order magnitude continuous availability security compliance large scale dynamic complex environment user country world large financial organization company
23236,Cgrain,analytical instrument visual quality control cereal image analysis company instrument image analysis seed test foreign seed seed testing laboratory research project use image analysis grain milling industry agricultural cooperative farming farmer country project company independent business product development manufacture middle
124,Etsy,e commerce site smartphone application handmade vintage item user product category clothing accessory jewelry craft supply tool wedding entertainment home live kid baby vintage
51,Zendesk,customer service platform software organization customer relationship organization customer engagement customer product easy organization flexibility innovation growth customer industry language
22531,CGTrader,cgtrader way people 3d content way world large source licensable stock custom 3d model company‘s activity interrelate business line company self service cgtrader world large source licensable 3d content 3d model community user skilled 3d designer designer friendly platform 3d design competitive term wide range industry 3d content design cost scale time market retail gaming advertising animation 3d printing architecture enterprise 3d enterprise customer online retailer 2d product image photorealistic 3d model 3d customer experience costly photo shoot immersive customer experience sale conversion product return global network skilled 3d designer position 3d model complexity scale
24805,Chain-Antimicrobials,effective antimicrobial peptide peptide catheters bacterial fungal infection test product positive result
24281,ChemoCentryx,biopharmaceutical company new medication inflammatory autoimmune disease cancer discovery development commercialization small molecule therapeutic chemokine receptor relate chemo attractant receptor company small molecule product candidate specific chemokine chemo attractant receptor inappropriate immune system cascade disease
23797,Cherryz,online marketplace variety item accessory different category product health beauty home bath kitchen household food tech seasonal item company
24472,CHOOOSE,apis software climate compensation check app customer climate action customer experience platform climate solution ready type climate program
24724,Chord-Hero,range physical digital product music fun affordable product product real instrument child decorate music mobile game
432,7TM-Pharma,biotech company drug primary therapeutic focus gastrointestinal metabolic asthma vascular disease company transmembrane receptor small molecule receptor antagonist selective agonist gastrointestinal disorder short bowel syndrome antagonist oral drug inflammatory respiratory disease
23408,Chr.-Hansen,global bioscience company natural ingredient solution food nutritional pharmaceutical agricultural industry culture enzyme probiotic natural color rich variety food confectionery beverage dietary supplement animal feed solution strong research development competencie significant technology investment employee countrie main production facility
20,Acutus-Medical,medical technology complex cardiac arrhythmia company platform heart true activation pattern chaos complex clear vision electrophysiologist company product exceptional team medical scientist biomedical engineer professional
29,Adyen,technology company platform gateway risk management processing settlement payment merchant payment method sale channel merchant online mobile point sale channel der headquarter
83,Alan,access healthy productive life body mind service intuitive health insurance offer healthcare system mental offer thing people healthier happy productive new independent insurance
505,AlertMe,scalable resilient interoperable open platform ecosystem device appliance home end service way point solution device application unify platform ecosystem device appliance service user control home mass market simple reliable useful affordable expandable user complexity user simple single web ecosystem application personal need award technology easy deployment rapid device adoption business speed market agility new service
24674,Ciegus,compatible cloud service health care professional medication medicine patient safety personnel drug expertise drugs administration patient useful information concise manner medicine tablet day medicine
21953,Cimon-Medical,owner unique proprietary technology continuous monitoring blood flow non invasive ultrasound core innovation coin sized ultrasound probe single element transducer unfocused beam blood circulation cm cylindric area tissue blood flow signal volume clinical research equipment clear relative measure blood volume flow region simple equipment absolute measure valuable problem previous attempt continuous blood flow monitor absolute measure single blood vessel need expensive transducer complex processing system skilled operator
105,Anine-Bing,headquarters downtown fusion heritage spirit bing luxurious staple wardrobe basic statement piece current timeless creative director piece collection edgy feminine soft meet hard design approach date boutique world wide flagship store expansion world
292,ApplyBoard,technology company study search application acceptance process international student recruitment partner educational institution single platform brother partnership primary secondary post secondary educational institution recruitment partner diversity campus date world large online platform international student recruitment student educational journey technology company team members headquarters downtown dedicated office team member country
62,ArtBinder,user artwork simple intuitive tool sale presentation experience application gallerist team technical expert gallery system
61,AttackIQ,validation platform organization effectiveness security posture mitre knowledge base model adversary behavior security improvement security defense platform open system security control validation secop operator exercise augmentation analytic platform team reach capability limitation time resource user individual asset security program specific attack
23687,Cint,cint global software leader digital insight platform insight process company access insight unparalleled scale cint world large consumer network digital survey research engage respondent country insight company use cint consumer insight supercharge business growth publ team global office
24066,ClairMail,solution banking payment card service technology platform financial institution strategic potential mobile banking new level customer trust loyalty cross sell opportunity term measurable cost saving financial institution size opportunity customer base content mobile application mobile web text banking unique way capability single solution platform multi channel enrollment option mobile adoption mobile device carrier end financial system
73,Beam-Express,spin company cooperation long wavelength high speed optical communication gas spectrometry unique proprietary fabrication technique wafer fusion process member found team high performance nm s laser source high precision wavelength nm cwdm application gas industry fabless company production partner
9028,Invenia,cloud machine platform big high frequency datum complex problem real time platform electric utility operation electricity market intelligence system forecasting pattern recognition optimization model decision process specific user decision recommendation good answer problem user time energy market process problem generation transmission marketing simplifie operational decision make use data efficient frequency decision increase
23476,Clario,endpoint technology solution clinical trial scientific expertise global scale broad endpoint technology platform pharmaceutical biotech medical device partner live ability rich evidence trial model hybrid site clinical trial facility country global team science technology operational expert rich clinical evidence year
23840,Clavister,experience customer communication service provider government enterprise security service provider country unique security solution order digital asset secure business continuity portfolio solution end point security software network security product physical cloud company stock exchange ticker symbol
24511,ClevAir,report climate change global warming range minimum emission building global heating emission iot device saas tool commercial real estate insight dashboard datum report taxonomy emission hvac commercial real estate energy consumption emission
42,Big-Switch-Networks,big company public cloud style network hybrid cloud consistency organization world company datum center switch monitor visibility security solution premise enterprise cloud public cloud multi cloud environment company size operational efficiency business agility networking cost big root original research team software network big strategic partnership innovative software industry standard open networking hardware found company active member contributor multiple open source community big dedicated presence country
273,Viagogo,online event ticket marketplace secondary buyer seller extra football concert ticket place user ticket event listing category purchase ticket percent service charge buyer prices percent commission seller price site interface simple easy visit competitor founder founder official secondary reseller football ticket site ticket seller great venue mainstream ticket buyer professional look buffer buyer seller people marketplace direct communication buyer seller craigslist](/organization craigslist secondary ticket marketplace
149,Bloom-&-Wild,letterbox flower delivery company online approach traditional business flower traditional flower experience predictive analytic technology fresher bouquet people market leader flower gift delivery company expansion market brick mortar retail retail partnership exclusive range premium bouquet available superstore
13200,Insane-Logic,chief senior manager partnership software developer idea
23918,Clever-Compliance,business product certification kind product compliance hub solution need place product marking talk product certification advisor book lab product testing purchase compliance service product compliance management process compliance status click monitor regulatory update change infinity pool compliance solution
6713,Next-Performance,great intelligence new technology online display marketing miss nature online advertising euro dollar pound ad spend revolution online marketing rise real time advertising shift appeal idea behavioural datum prospective client right marketing message right place time
24551,Clinical-Research-Services-Turku,contract research organization clinical preclinical bioanalytical study pharmaceutical industry customer experience specialist depth understand basic clinical pharmacology analytical chemistry therapeutic area disorder central nervous system metabolic disease cancer core expertise understand disease mechanism different field operation principal investigator scientific consultant thank close cooperation clinical proof concept study image client multinational company service clinical preclinical study design study conduct report analysis biological formulation environmental sample analytical method development validation regulatory affair
22848,Clipsource,marketing platform entertainment industry way broadcaster film distributor medium stakeholder pre premiere content process complicated time countless easy modular software service instance secure screening programme film distribution trailer clip date medium contact press room extensive usage datum schedule distribution management extensive online video experience medium stream company independent company
24961,Clockwork-Logistics-Systems,automate process flow instrumentation delivery product global supply chain platform enterprise datum integration operational system cloud administrative interface white configurable star driver receiver
22080,CloudApp,visual sharing platform user record host short video visual image screenshot team customer conversation concise conversation message translation business multifunctional team visual communication
323,cargo.one,digital platform freight forwarder compare book air freight capacity airline airline digital data distribution channel new business low cost high operational efficiency airline forwarder air cargo online
156,Ciao,online communities rate product service benefit consumer available charge consumer local language version major western market unbiased consumer review date price information online retailer comprehensive source intelligent shopping web
22725,CloudMe,sync cloud storage service small medium business consumer user experience comparable independent cloud service surveillance founder service administrator control datum employee computer mobile device company sure mobile potential datum leakage surveillance business important business legal compliance use service personal datum illegal dismissal addition competition distinctive feature client encryption multiple folder content cloud network hard drive common central storage company file vision internet file system need people physical hard drive repository internet central storage point online service online identity independent ecosystem ecosystem alternative
499,Clipboard,simple goal people part web internet old strange typical way email document easy powerful tool simple significant online life way easy fun reflective world engage active life experience long haul mission online life value close people clip
329,Wealthfront,product young professional long term wealth market condition power software company high yield save diversified invest low cost loan sophisticate new investor lower cost wealth high financial app company client
24231,Clutch,technology company mission future racket sport technology player coach fan well performance insight great social experience world good virtual coach racket sport available smartphone good touch friendly bunch
6472,Dataiku,centralize data platform business data journey analytic scale enterprise common ground datum expert explorer repository good practice shortcut machine learn deployment management environment catalyst datum company customer datum roadblock opportunity business model creative solution team
412,Zesty,regular office catering company house dietitians high quality restaurant nutrition fact dish meal reliability service quality house caterer variety cuisine company breakfast lunch dinner happy special event real impact world health employee team gym membership choice site sport massage bi annual retreat open vacation policy kegerator proud work hard attitude class execution m investor office building sunny district
416,Zuora,cloud software subscription basis company industry subscription business firm platform intelligent subscription management hub subscription order cash process quote billing collection analytic revenue recognition product cater industry software hardware medium transportation construction healthcare education retail internet
22819,Codemill,company consultancy service research product consultant development new system maintenance support old system site consultant development process way goal requirement development testing integration evaluation partner reliable engaged competent employee msc degree high turnover year employee
22760,Coderr,cloud service automatic malfunctioning application service application popular platform company mission developer smart tool code quality efficiency work main technology focus platform familiar long career successful developer small large organization creator product ready service position world experience developer company
115,Quill,computer software company software productivity engagement company team engineer designer
3738,Exscientia,big datum processing drug discovery development forefront small molecule drug discovery company drug design conventional human endeavor system good practice vast repository discovery datum knowledge seasoned drug hunter well information researcher knowledge systems design novel project specific compound pre potency selectivity key criterion selection good information rich compound synthesis assay new experimental datum result design cycle rapid design test cycle unparalleled progress project goal exceptional productivity candidate time traditional approach
7640,Invisible-Worlds,invisible business invisible infrastructure software company solution management company solution barrier enterprise application integration business process information internet infrastructure business information exchange interoperability internet
8980,IPV,global provider world class solution user broadcast video production sector content earning productivity fast turnaround content production turn incremental revenue collaborative preparation broadcast content news sport editorial promotional edit production series sale
10625,Bettr,collective creative entrepreneur fintech veteran team financial fate youth people access financial product time money technology creativity community young people confidence currency dream core team community creator new culture money platform bank wealth worth exponential potential human ability world founder angel future
23886,CodeSandbox,easy product team ideation code hassles development environment tool sharing project future web developer organization creator m app platform launch open source project
23590,CodeSealer,security company headquarters invisible end end web security world web session firewall end user involvement company innovation high standard quality
15976,Destiny-Changers-Education-Group,intention role education level private schooling environment approach fundamental principle excellence development learner competitive demand workplace completion school career aim learner able career study tertiary institution commit quality education excellent innovative challenging teaching strategy people unique individual need aspiration destiny changer learner education knowledge teacher lecturer tutor learner good potential superior academic programme education learner stimulate teaching environment approachable academic support staff
9509,IRT-Surveys,specialise rapid analysis quantification image energy inefficiencie property defect future consistent focus innovation thermal imaging service proprietary software image energy loss
10428,ISIS-solar,clear south roof shade eligible offer free solar power solar solar system roof electricity
9072,IXI-Mobile,development production marketing mobile message device related service ™ data centric wireless mobile device application email instant message short messaging service voice web browse game headline web information solution company party service gateways backend server launch support service mobile operator mobile virtual network operator internet service provider company subsidiary
217,Futurelytics,futurelytic leverage information cloud datum datum competitive edge datum mining model purchase order system e commerce platform client behavior similar segment customer different approach key right action right customer visual interactive dashboard proper action segment magic simple step
2082,AirPublic,world city citizen dynamic granular representative datum air pollution available expertise environmental sense smart city revolution
22138,Colego,function user particular category task gardening bookkeepe auto repair legal service area detail work user user bidder application task company certain quality set requirement user free price quote interested contractor term stick offer process search aspect free user revenue lead generation fee company particular task
22423,Colivia,app platform sector personnel temporary job staff process aim staffing cost solution personnel shortage
21594,CollectiveCrunch,datum forest carbon stock input dataset processing routine way forestry industry accurate prediction inventory machine learning model current customer forestry organization
25225,Collective-Minds-Radiology,® new radiology workspace cloud service collaboration consultation access new digital tool expertise large global network collective artificial intelligence human machine
23008,Coloreel,coloreel technology innovation company textile industry company technology ground innovation high quality color textile thread demand amaze new design possibility product technology thread unit industrial embroidery machine future technology sewing knitting weaving
8414,Dexory,dexory real time insight warehouse operation autonomous robot way robotic world logistic datum collection digital twin technology insight level warehouse operation platform real time information receive dispatch stage company unprecedented access operation time autonomous mobile modular robot measure track good warehouses workflow disruption datum real time digital twin logistic warehouse operational challenge basis
7093,Tabled,legaltechology platform user legal team high productivity platform matter management team collaboration document analysis company
23895,Colossi-Games,games developer team industry veteran premier game company genre game engage element familiar mechanic entice unique gameplay experience midcore audience
13964,Enorm-Magazin,magazine topic sustainable management social business result active interested individual open new idea old values​​.
7101,Rivus-Pharmaceuticals,biopharmaceutical company risk factor cardiovascular mortality morbidity
7114,Z-Factor,drug discovery company therapeutic agent antitrypsin deficiency company partnership
22806,Comai-AB,mobile phone support people cognitive impairment tool participation independence school life everyday life long experience communication cognition tool goal difference user innovative tool
22902,CombiQ-AB,way information business noticing edge technology everyday demand life easier easy
10009,Joint-Academy,patient license physical therapist online treatment chronic joint pain treatment patient access personal license physical therapist individualized exercise plan interactive education condition track user friendly app study patient pain mind surgery painkiller available patient
24627,Commerce-Guys,creator expert solution virtue power premier open source content management system knowledge expertise online merchant powerful responsive innovative solution numerous time industry work
24194,Commsignia,research development manufacture distribution cooperative intelligent transportation system product line v2x security stack implementation hybrid company
22251,CompBuoy,cost lead insulation buoyancy material deep water application buoy riser water depth meter material low density high pressure underwater use
24200,Comptek-Solutions,solution novel passivation technology compound semiconductor device efficiency performance reliability laser detector power electronic module teh aggressive oxidation material oxidation big amount defect atomic level device power efficient big reliability issue low manufacturing yield high cost break quantum technology performance device manufacturing process easy performance reduction power consumption time applicable wide variety compound semiconductor material application optoelectronic power electronic application company phase program world semiconductor- spinoff company inaugural competition prestigious
24083,Conductor,conductor world organic marketing company content intelligence platform customer intent insight compelling content traffic high organic marketing roi technology marketer prospective customer intent trend topic phase purchase process customizable dashboard workflow marketer content creation process effectiveness seo content marketing effort customer global brand leader agencie independent company
49,Aurora,self vehicle company platform software datum service passenger vehicle people good company platform software hardware datum service passenger vehicle light commercial vehicle heavy duty truck partner industry leader vehicle company office area
22108,Conformiq,model testing tool solution service design functional test high level functional model software system technology generation testing transform complex system level testing environment
21960,Conoptica,customer country sale support service personnel part world demonstration factory visit list far metal industry access key quantitative data product tool development production marketing efficient specialized opto mechanical production quality control system sensor
5745,Amarin,clinical stage biopharmaceutical company treatment cardiovascular disease lead candidate pivotal trial trial efficacy triglyceride patient high triglyceride patient mix dyslipidemia statin cardiovascular program expertise field lipid science therapeutic benefit essential acid cardiovascular disease research development ticker
14243,Avesta-Technologies,business infrastructure software solution software infrastructure e business company software organization information technology resource service user monitor manage report availability performance service real time large enterprise telecommunication service provider financial institution government agency internet company
50,STEM,system kit platform user app game music kid adult computer way variety hardware building kit compute platform real device step step creation world company
