id,name,cb_description,industry1,score1,industry2,score2,industry3,score3,industry4,score4,industry5,score5
24013,Aurealis-Pharma,"business, model, research, cro, institution, strategy, collaboration, company",Sales & CRM,0.646,Procurement,0.633,Professional Services,0.63,Productivity,0.58,MarTech,0.552
13304,Inseptra-Systems,"packet, network, traffic, scale, networks",Network Infrastructure,0.58,Telecoms,0.552,5G Networks,0.537,Communications,0.471,Edge Computing,0.462
9796,Aurelia-Turbines,"government, protection, team, strategy, world, company, reliability, compnt, program, product, expertise, technology, body, authority, class, right, application",Industrial Tech,0.632,Procurement,0.617,Defense,0.614,Manufacturing,0.592,Security,0.588
2746,Burst-Insights,"influencer, consumer, brand, demand",Sharing Economy,0.495,Sales & CRM,0.492,Creator Economy,0.481,MarTech,0.452,Procurement,0.432
7413,Healthcare-and-Services-Technology,"team, solution, difference, leader, end, cloud",Cloud Ops,0.565,Cloud Computing,0.519,Productivity,0.501,Data Storage,0.478,Data Centers,0.469
10442,Dfns,"infra, platform, frictionless, business, asset, developer, peace, company, office, regulation, commerce, enquiry, vulnerabilitie, manage, app, cloud, custody, city, class, mission, delivery, client, battle, site, waitlist, freedom, serenity",DeFi,0.571,Web3,0.567,Defense,0.563,Creator Economy,0.561,LegalTech,0.558
419,Molecular-Partners,"therapeutic, medicine, disease, protein",Life Sciences,0.51,BioTech,0.502,Longevity,0.446,Healthcare,0.423,Psychedelics,0.392
24261,Aurora-Propulsion-Technologies,"mass, planet, satellite, mission, orbit",Space Tech,0.635,Location Services,0.375,Hardware,0.371,Cloud Ops,0.37,Defense,0.319
10446,Paladin,"decentralization, governance",Web3,0.502,Blockchain,0.497,DeFi,0.457,Crypto,0.422,Economic Empowerment,0.33
25269,Automic,"automate, automation, task",Automation,0.573,Robotics,0.56,Industrial IoT,0.497,Manufacturing,0.47,Industrial Tech,0.456
266,Moleskine,"print, collection, distribute, office, product, stationery, demand, department, store, home, book, sale",Procurement,0.575,Physical Storage,0.55,Sales & CRM,0.519,Logistics,0.516,E-commerce,0.493
5851,Reward-Finance-Group,"situation, box, client, help, approach",Procurement,0.332,Sales & CRM,0.327,Physical Storage,0.297,Productivity,0.296,API-First,0.281
2240,Rightcharge,"charge, rightcharge, charger",Electrification,0.337,Energy Storage,0.309,Automotive,0.298,Procurement,0.256,Energy Distribution,0.246
22124,Autotech-Ventures,"business, industry, firm, company, corporation, capital, manufacturer, corporations, capitalization, fundraising, venture, dealership, market, investor, logistic",Sales & CRM,0.628,Professional Services,0.627,Procurement,0.586,FinTech,0.581,RegTech,0.566
23508,Availity,"prescribing, medication, company, office, patient, appointment, laboratory, drug, delivery, pharmacy, physician",Healthcare,0.66,Life Sciences,0.484,MedTech,0.482,Procurement,0.474,Sales & CRM,0.447
21938,Aves-Netsec,"attack, security, attacker, cybersecurity",InfoSec,0.787,Cybersecurity,0.766,Defense,0.606,Security,0.566,Network Infrastructure,0.525
10699,Helios-Towers-Africa,"telecom, tower, number, mobile",Telecoms,0.641,Communications,0.604,5G Networks,0.511,Mobile,0.506,Network Infrastructure,0.43
4239,Fergus,"user, fergus, profit, notification",Sales & CRM,0.266,Creator Economy,0.234,Procurement,0.227,Social Networks,0.225,Sharing Economy,0.204
303,Sanlo,"access, product, service, company",Procurement,0.544,Sharing Economy,0.54,Sales & CRM,0.484,Platforms,0.481,Physical Storage,0.468
23,TweetDeck,"view, desktop, client, device, user, service",Communications,0.426,Telecoms,0.402,Platforms,0.396,Sharing Economy,0.393,Cloud Infrastructure,0.384
23206,AxCrypt,"history, internet, complexity, technology, information, tech",FinTech,0.556,5G Networks,0.552,Hardware,0.548,Telecoms,0.544,Cloud Infrastructure,0.54
23087,Axiomatics,"cloud, infrastructure, enterprise, solution",Cloud Computing,0.707,Cloud Ops,0.684,Data Centers,0.641,Data Storage,0.64,Cloud Infrastructure,0.632
24925,Babble,"remove, focus, product, friend, communication, problem, time",Productivity,0.479,Communications,0.397,Sales & CRM,0.387,Neuro,0.386,Healthcare,0.374
24892,Bambuser,"broadcasting, platform, video, website, software, segment",Video/Audio,0.719,Media,0.619,Communications,0.606,Esports,0.592,Entertainment,0.569
25565,Bamomas,"customer, battery, service, approach, solution",Sales & CRM,0.428,Energy Storage,0.4,Sharing Economy,0.388,Procurement,0.388,Electrification,0.383
25,The-Climate-Corporation-(Bayer-Crop-Science),"farming, farmer, saas",AgTech,0.454,Cloud Ops,0.379,Social Impact,0.371,DeFi,0.351,Food & Beverage,0.348
21932,Bandwidth-and-Cloud-Services-Group,"premier, haul, provider, service, cloud",Cloud Computing,0.541,Cloud Ops,0.539,Data Storage,0.529,Cloud Infrastructure,0.526,Sharing Economy,0.502
2748,Seeker-Industries,"tool, collar, product, user, ecommerce, monitor, offering, website, software",Procurement,0.553,Industrial IoT,0.549,Platforms,0.533,Sales & CRM,0.513,MarTech,0.502
3479,SenseTime,"industry, strategy, world, company, customer, office, infrastructure, productivity, society, chip, technology, interconnection, generation, future, institutions, partner, growth, research, businesse, market, software, application, development, innovation",Manufacturing,0.653,Mobile,0.643,Fashion,0.62,Industrial Tech,0.613,Industrial IoT,0.608
5223,ofo,"flexibility, traveler, bike, distance, trip, commuter, destination, transportation, country, ride",Transportation,0.629,Mobility,0.571,Travel,0.517,Location Services,0.478,Mobile,0.439
35,onefinestay,"accommodation, hospitality",Travel,0.648,Sharing Economy,0.367,Entertainment,0.292,Professional Services,0.275,E-commerce,0.269
228,Optimizely,"platform, brand, tool, equip, experience, mission",Platforms,0.554,Procurement,0.499,Design,0.489,Sharing Economy,0.483,Productivity,0.461
25396,BASIX-Sub-K-iTransactions,"sub, vision, bridge, access, solution, point, recruiting, distance, card, end, touch, basis, walk, areas, connectivity, segment, mobile, training",Communications,0.569,Location Services,0.533,Telecoms,0.523,Robotics,0.503,IoT,0.491
2449,Ocyan,"banking, business, insurance, market, transaction",Payments,0.612,FinTech,0.603,Sales & CRM,0.57,Procurement,0.534,DeFi,0.521
25423,Bayn-Europe,"food, sugar, calorie, beverage, recipe, ingredient",Nutrition,0.586,Gut Microbiome,0.513,Food & Beverage,0.497,Sport & Wellness,0.395,FemTech,0.372
23489,BBI-Group,"success, performance, quality",Productivity,0.381,Entertainment,0.38,Sales & CRM,0.357,Human Resources,0.354,Manufacturing,0.3
34,Tekion,"dealer, oem, dealership",Procurement,0.398,Automotive,0.341,Manufacturing,0.33,E-commerce,0.312,Logistics,0.304
24390,BBS-Automation,"partner, customer, employee, provider, chip, solution",Procurement,0.541,Sharing Economy,0.503,Payments,0.493,Platforms,0.482,Sales & CRM,0.473
2193,Genexa,"medicine, business, product, aisle, people, company",Beauty,0.588,Sales & CRM,0.56,Healthcare,0.553,Procurement,0.542,Professional Services,0.519
24009,BCaster,"content, video, user",Video/Audio,0.466,Creator Economy,0.454,Social Networks,0.439,Entertainment,0.389,Media,0.361
21318,BCB-Medical,"quality, support, treatment, health, care",Happiness & Wellbeing,0.51,Sport & Wellness,0.5,Healthcare,0.496,FamilyTech,0.449,SexTech,0.446
24252,BC-Platforms,"platform, company, case, support, m, manage, jurisdiction, service, healthcare, market, law",LegalTech,0.613,Professional Services,0.56,Platforms,0.553,FinTech,0.546,RegTech,0.539
23307,Beatly,"platform, brand, ad, customer",Platforms,0.589,Sharing Economy,0.561,AdTech,0.52,Creator Economy,0.502,MarTech,0.491
22335,Beat.no,"playlist, music, track, label, record, service, cabel",Video/Audio,0.555,Entertainment,0.456,Sales & CRM,0.392,Media,0.389,Procurement,0.388
91,Patreon,"patreon, membership, support, trademark, fund",Creator Economy,0.502,DeFi,0.442,Sharing Economy,0.424,Web3,0.416,Payments,0.411
24216,Beddit,"detail, sheet, solution, company, device, technology, method, consumer, ballistocardiography, micro",MedTech,0.451,Healthcare,0.437,Hardware,0.402,Semiconductors,0.377,Procurement,0.349
24763,BeED,"education, progress, learn",FamilyTech,0.412,Economic Empowerment,0.369,Social Impact,0.349,SexTech,0.349,Entertainment,0.332
24722,Beenova-AI,"corporate, basis, productivity, employee",Human Resources,0.534,Productivity,0.485,Future of Work,0.452,Sales & CRM,0.397,Professional Services,0.361
36,Netvibes,"datum, netvibe",Telecoms,0.224,Data Centers,0.207,Communications,0.193,Space Tech,0.18,Sharing Economy,0.177
4083,GitGuardian,"credential, detection, cybersecurity, startup, code",Cybersecurity,0.665,InfoSec,0.595,RegTech,0.438,Security,0.43,Defense,0.413
150,Starburst,"cost, investment, datum, value, analytic, data",Business Intelligence,0.508,Analytics,0.476,Energy Storage,0.419,Data Infrastructure,0.414,Data Management,0.404
462,Peoplevox,"order, barcode, price, warehouse, management, inventory",Procurement,0.733,Logistics,0.723,Physical Storage,0.72,Supply Chains,0.694,Retail,0.593
25615,Be-My-Eyes,"eye, vision, press, quest, product, connection, technology, suite, app, button, video",Video/Audio,0.584,Communications,0.534,Mobile,0.498,Hardware,0.497,Connected Life,0.486
10512,Upfront-Chromatography,"bioreactor, biotherapeutic, biomolecule",Life Sciences,0.415,BioTech,0.414,Nano,0.387,Hardware,0.357,Longevity,0.352
39,Homebell,"business, company, customer, craftsman, service, partner, enterprise",Procurement,0.651,Sales & CRM,0.634,Physical Storage,0.613,Logistics,0.582,Retail,0.574
4343,Glycoscoredx,"prostate, disease, cancer, diagnosis, blood",Healthcare,0.407,Health Tech,0.356,MedTech,0.327,Life Sciences,0.324,FemTech,0.316
24914,BESE,"content, news",Media,0.57,Social Networks,0.442,Entertainment,0.431,Disinformation,0.397,Extremism,0.395
22407,Besedo,"scammer, deliver, fraud, user, tailor",Procurement,0.422,E-commerce,0.41,Payments,0.369,Logistics,0.355,Physical Storage,0.347
24531,BestDoctor,"number, people, solution, customer, insurance, product, user, player, record, service, partner, client",Sales & CRM,0.602,Procurement,0.566,Sharing Economy,0.547,Platforms,0.489,Communications,0.471
5177,Stuff-That-Works,"roadmap, research, insight, survey",Productivity,0.424,API-First,0.378,Industrial IoT,0.375,Business Intelligence,0.358,Future of Work,0.355
106,Pets-Deli,"brand, business, pet, chain, company, customer, product, deli, partner, store, offering, market, revenue",Procurement,0.673,Sales & CRM,0.651,Retail,0.603,Physical Storage,0.599,Fashion,0.597
5613,Surprise.com,"celebrate, accomplishment, milestone, purpose, goal",Productivity,0.445,Entertainment,0.416,SexTech,0.383,Happiness & Wellbeing,0.379,Esports,0.332
25066,Better-Wealth,"money, deposit, account, fund, investor, investment",FinTech,0.572,DeFi,0.545,Payments,0.505,Crypto,0.496,Travel,0.401
2030,DrDoctor,"doctor, patient, appointment, information, hospital, healthcare, care",Healthcare,0.744,Health Tech,0.591,MedTech,0.562,Travel,0.469,FemTech,0.449
23131,Big-Akwa,"fish, aquaculture, fishfarm",OceanTech,0.506,Food & Beverage,0.358,Biodiversity,0.331,AgTech,0.312,Energy Generation,0.31
23306,Billecta,"invoice, payment, money, payee, account",Payments,0.592,Procurement,0.522,Sales & CRM,0.496,E-commerce,0.466,FinTech,0.464
1731,Tandem,"banking, bank",FinTech,0.545,Payments,0.511,DeFi,0.441,Crypto,0.367,RegTech,0.336
25680,BioBag-International,"caddie, liner, bag, sack, waste",Circular Economy,0.301,3D Printing,0.272,Supply Chains,0.269,Logistics,0.266,Materials,0.256
41,NationBuilder,"leader, role, chairman",Productivity,0.278,Sales & CRM,0.25,Human Resources,0.247,Procurement,0.246,Professional Services,0.246
22727,Biofrigas-AB,"plant, industry, production, biogas, agriculture, company, technology",AgTech,0.701,Manufacturing,0.677,Food & Beverage,0.674,GreenTech,0.657,Industrial Tech,0.653
43,auxmoney,"consumer, risk, model, cost, credit",Sales & CRM,0.513,Payments,0.493,Procurement,0.461,FinTech,0.446,E-commerce,0.423
24072,Biolex-Therapeutics,"treat, antibodie, biologic",Healthcare,0.386,Longevity,0.352,Psychedelics,0.326,Life Sciences,0.295,BioTech,0.29
22524,Biomason,"tile, cement, concrete, masonry, clay",Materials,0.442,Space Tech,0.337,Energy Generation,0.333,PropTech,0.326,3D Printing,0.317
24855,Biom'Up,"collagen, orthopaedic, biomaterial, bone, tissue",Materials,0.5,Longevity,0.442,MedTech,0.395,Gut Microbiome,0.367,Healthcare,0.356
10705,Supira-Medical,"incubator, facility, environment, path",Energy Efficiency,0.299,Physical Storage,0.286,Industrial IoT,0.274,Sales & CRM,0.269,Circular Economy,0.248
177,Pure-Storage,"server, desktop, storage, database, virtualization, cloud, analytic, application",Cloud Infrastructure,0.772,Data Centers,0.726,Data Storage,0.692,Cloud Computing,0.685,Data Infrastructure,0.674
22827,Bioservo-Technologies,"muscle, result, product, device, technology",MedTech,0.45,Hardware,0.448,Healthcare,0.397,Manufacturing,0.372,3D Printing,0.354
1817,Wicrypt,"money, datum, megabyte, data",Data Infrastructure,0.493,Big Data,0.437,Data Management,0.423,Analytics,0.404,Data Centers,0.397
1456,Thread,"stylist, styling, clothe",Fashion,0.444,Beauty,0.403,Design,0.305,Materials,0.279,3D Printing,0.271
45,Cockroach-Labs,"database, cockroachdb",Data Infrastructure,0.313,Data Management,0.309,Big Data,0.243,Analytics,0.237,Data Storage,0.225
24394,Biovian,"facility, shop, development, process, manufacturing, production, contract",Procurement,0.701,Manufacturing,0.685,Physical Storage,0.643,Logistics,0.631,Supply Chains,0.606
512,Qt-Software,"platform, requirement, electronic, system, operating, office, desktop, device, user, maintenance, support, service, entertainment, consumer, client",Hardware,0.671,Platforms,0.618,Cloud Infrastructure,0.614,Mobile,0.596,Telecoms,0.582
25560,Biowater-Technology,"design, technology, generation, project, treatment, engineer",Manufacturing,0.63,Industrial Tech,0.54,3D Printing,0.538,Healthcare,0.506,Industrial IoT,0.502
21896,Bipi,"consumer, car, ownership, book, user, access, quality",Sharing Economy,0.556,Procurement,0.497,Sales & CRM,0.487,Platforms,0.462,Payments,0.457
25657,BitLog,"operation, chain, pillar, logistic",Logistics,0.442,Physical Storage,0.436,Procurement,0.393,Supply Chains,0.369,Sales & CRM,0.357
385,Reap,"platform, tool, office, product, software",Platforms,0.626,Productivity,0.516,API-First,0.516,Industrial IoT,0.475,Developer Tools,0.47
540,RevenueCat,"platform, business, subscription, build, product, app, user",Platforms,0.674,Creator Economy,0.587,Sharing Economy,0.561,Mobile,0.511,Procurement,0.511
22258,Bitreactive,"sensor, meter, integration, logistic",Industrial IoT,0.411,IoT,0.406,Industrial Tech,0.355,Connected Life,0.351,Robotics,0.329
24615,Bitrise,"automation, integration, workflow, step, process",Automation,0.581,Industrial IoT,0.508,Robotics,0.461,API-First,0.457,Manufacturing,0.454
46,ERPLY,"range, card, booking, store, market, warehouse, shop, inventory",Procurement,0.676,Physical Storage,0.671,Logistics,0.644,Supply Chains,0.619,E-commerce,0.585
1571,MOO.COM,"print, photo, design, content, image, country",Media,0.541,Design,0.47,Location Services,0.465,Creator Economy,0.436,Mobile,0.424
25453,BizBot,shareholde,Sharing Economy,0.273,Blockchain,0.176,Procurement,0.164,DeFi,0.159,Economic Empowerment,0.159
23645,Blazar-Capital,"brand, entrepreneur, angel, ceos, leadership, builder, expertise, partner, company",Design,0.59,Professional Services,0.584,Sales & CRM,0.58,MarTech,0.561,Creator Economy,0.556
22571,BlueCall,"empowerment, wellness, self",Happiness & Wellbeing,0.575,Social Impact,0.475,Sport & Wellness,0.402,SexTech,0.362,FemTech,0.335
22780,Bluetest,"network, system, throughput, systems, antennas, chamber",Telecoms,0.523,Network Infrastructure,0.489,5G Networks,0.477,Hardware,0.461,IoT,0.442
22113,Blyk,"blyk, phone, text, message, engagement, format, mobile",Communications,0.575,Social Networks,0.509,Video/Audio,0.467,Mobile,0.444,Telecoms,0.442
218,RPX-Corporation,"promise, member, provider, approach, service, client, portfolio, pcs",Sales & CRM,0.47,Procurement,0.457,Sharing Economy,0.443,Cloud Infrastructure,0.427,Platforms,0.425
23711,bmetric,"brand, cost, customer, share, insurance, flagship, lion, consumer, sale",Sales & CRM,0.589,Procurement,0.572,E-commerce,0.533,Fashion,0.501,Beauty,0.499
6112,Upptalk,"group, video, user, friend, contact",Social Networks,0.441,Creator Economy,0.374,Communications,0.369,Video/Audio,0.358,Esports,0.328
24317,bMobilized,"business, team, advantage, network, opportunity, company, pioneer, time, customer, provider, retention, services, service, state, market, foundation, agency",Sales & CRM,0.618,Professional Services,0.587,Procurement,0.581,Physical Storage,0.538,Sharing Economy,0.537
23788,Boatflex,"platform, peer, cost, network, ownership, members, price, create, mission",Sharing Economy,0.73,Creator Economy,0.618,Platforms,0.609,Web3,0.563,Procurement,0.544
21904,Boatsetter,"boat, marine, vessel, captain, water",OceanTech,0.476,Space Tech,0.38,Transportation,0.35,Cloud Ops,0.345,Defense,0.31
25648,BoFood,"bofood, soy, flavour, food, dairy, taint, dessert, taste, health",Gut Microbiome,0.56,Nutrition,0.56,Food & Beverage,0.506,Procurement,0.402,Sport & Wellness,0.384
1624,HotelRunner,"business, accommodation, promotion, distribution, desk, center, travel, contracting, commission, operation, manager, booking, service, engagement, acquisition, division, management, agency",Travel,0.709,Procurement,0.645,Physical Storage,0.642,Sales & CRM,0.615,Logistics,0.613
24516,Bokadirekt,"reservation, booking",Travel,0.394,Procurement,0.274,Sharing Economy,0.242,Sales & CRM,0.22,Esports,0.187
22913,Boka-konferens,"office, conference, book, space, room, booking",Travel,0.549,Sharing Economy,0.444,Sales & CRM,0.437,Procurement,0.408,Physical Storage,0.405
22354,Bolånegruppen,"loan, mortgage, bank, interest",FinTech,0.52,DeFi,0.499,Payments,0.497,Economic Empowerment,0.392,Crypto,0.381
22926,Bomill-AB,"airport, agent, distributor, industry, company, organization, office, town, technology, sector, market, kernel",Supply Chains,0.586,Procurement,0.574,Physical Storage,0.564,Industrial IoT,0.556,Manufacturing,0.542
21987,Bookboon,"website, book, subject, textbook",Procurement,0.356,Location Services,0.342,Fashion,0.337,OceanTech,0.331,EdTech,0.326
1509,VOI-Technology,"transportation, scooter, mobility, commute",Transportation,0.652,Mobility,0.601,Automotive,0.473,Autonomous Driving,0.459,Electrification,0.455
7802,Believer-Meats,"biologist, bioengineers, biotechnology",Life Sciences,0.735,BioTech,0.729,Deep Tech,0.577,Longevity,0.57,Genomics,0.514
22246,Boostcom,"owner, centre, industry, world, company, customer, office, product, loyalty, advertising, position, venture, market, location",Sales & CRM,0.627,Procurement,0.604,Travel,0.6,E-commerce,0.572,Physical Storage,0.552
25103,BOOST-Pharma,"mesenchymal, bone",Healthcare,0.201,Neuro,0.185,MedTech,0.162,Materials,0.156,Space Tech,0.123
21700,BOOST-Thyroid,"disease, patient, health, healthcare",Healthcare,0.686,Health Tech,0.539,MedTech,0.528,FemTech,0.494,Happiness & Wellbeing,0.446
23060,Bower,"brand, packaging, package, plastic, recycle, recycling, bag",Materials,0.533,Procurement,0.465,Fashion,0.46,Physical Storage,0.451,Circular Economy,0.434
22366,Boxgard,"safekeepe, order, opportunity, world, company, customer, self, boxgard, leader, headache, service, goal, partner, home, job",Sales & CRM,0.562,Procurement,0.501,Beauty,0.493,Physical Storage,0.483,Travel,0.48
22985,Branäsgruppen,"cost, boost, time, resort, ski, slope, charge",Procurement,0.442,Transportation,0.438,Mobility,0.424,Travel,0.415,Energy Storage,0.414
21633,BrandBastion,"brand, advertiser, choice, premium",AdTech,0.515,MarTech,0.443,Sharing Economy,0.44,Fashion,0.44,Media,0.439
21909,BrandHouse-Holding,"consumer, suite, brand, business, retailer, sme, market, product, shop",E-commerce,0.658,Fashion,0.634,Retail,0.629,Sales & CRM,0.629,Procurement,0.624
22156,Brayfoil-Technologies,"pilot, turbine, bird, force, wing, flight, wind",Space Tech,0.442,Hardware,0.418,Robotics,0.376,Defense,0.374,Security,0.364
23059,Aim-Sweden,"design, flexibility, printing, structure, application",3D Printing,0.572,Manufacturing,0.37,API-First,0.369,Physical Storage,0.356,Semiconductors,0.35
24184,Bread,"merchant, company, retailer, consumer, sale",Procurement,0.639,E-commerce,0.606,Logistics,0.58,Retail,0.568,Physical Storage,0.564
5413,Eatron-Technologies,"business, industry, oem, vehicle, supplier",Procurement,0.646,Manufacturing,0.599,Automotive,0.598,Logistics,0.586,Physical Storage,0.581
22037,Bricknode,"platform, office, interface, operation, experience, security, capability, core, act, labelling, software",Platforms,0.637,Hardware,0.563,Cloud Infrastructure,0.553,Productivity,0.55,API-First,0.545
15611,Molab,"patient, drug, chemistry, people, toxicity",Healthcare,0.537,Psychedelics,0.441,Life Sciences,0.398,Longevity,0.393,MedTech,0.369
483,NGINX,"application, code, project, solution, technology",Productivity,0.582,Industrial Tech,0.531,Mobile,0.529,Industrial IoT,0.506,API-First,0.503
482,Sezmi-Corporation,"platform, company, internet, infrastructure, technology, demand, programming, strength, service, executive, management",Mobile,0.621,FinTech,0.61,Platforms,0.608,Cloud Infrastructure,0.607,Telecoms,0.592
21880,Budbee,"customer, information, delivery, shop, queue, service, chatting, logistic",Sales & CRM,0.627,E-commerce,0.594,Communications,0.558,Procurement,0.558,MarTech,0.53
22459,Buddy-Healthcare,"journey, attention, questionnaire, period, information, visibility, coordination, recovery, task",Productivity,0.474,Neuro,0.432,Happiness & Wellbeing,0.424,Travel,0.404,Security,0.404
9367,Lofty,"apartment, city, furniture, rent, storage, space, neighboring",Sharing Economy,0.532,Location Services,0.471,PropTech,0.438,Telecoms,0.426,Mobility,0.423
6577,Novacta-Biosystems,"business, team, knowledge, model, effort, engineering, service",Productivity,0.632,Procurement,0.585,Industrial Tech,0.584,Manufacturing,0.581,Sales & CRM,0.569
23267,BuildX,"company, sector, contractor, construction",Procurement,0.553,Manufacturing,0.547,Industrial IoT,0.485,Physical Storage,0.478,Supply Chains,0.468
15395,twidox,"document, articles, text, archive, paper, enable, dissertation",Media,0.477,LegalTech,0.417,Search,0.391,Longevity,0.385,Creator Economy,0.383
3941,One-Media-IP-Group,"content, outlet, exploitation, distribution, product, advertising, word, game, company",Creator Economy,0.658,Media,0.624,Entertainment,0.616,MarTech,0.593,Sharing Economy,0.575
431,OpTier,"business, enterprise, customer, market, application, transaction, provider, production, cloud",Cloud Infrastructure,0.677,Sales & CRM,0.654,Cloud Ops,0.652,Data Storage,0.633,Cloud Computing,0.627
23239,Bumbee-Labs,"phone, system, network, dashboard, number, collection, company, time, customer, model, method, prediction, level, approval, signal, account, data",Business Intelligence,0.643,Sales & CRM,0.626,Analytics,0.615,IoT,0.589,Telecoms,0.579
23842,Burt-Corporation,"industry, company, attention, product, technology, advertising, growth, marketer, analyst",Sales & CRM,0.687,Professional Services,0.676,MarTech,0.667,Media,0.621,Mobile,0.591
5732,Oxagen,"arthritis, psoriasis, disease, bowel, drug, treatment",Gut Microbiome,0.342,Healthcare,0.3,Nutrition,0.285,Psychedelics,0.272,Longevity,0.253
10414,Image-Metrics,"control, patent, laptop, scientist, company, tablet, element, self, year, device, technology, smartphone, sdks, consumer, camera, computer",Hardware,0.653,MedTech,0.636,Mobile,0.616,Semiconductors,0.608,Connected Life,0.577
21754,BYON8,"team, industry, developer, capitalist, company, co, supporter, office, aim, members, demand, partner, venture, university",Creator Economy,0.58,Esports,0.553,Sharing Economy,0.552,Procurement,0.514,Professional Services,0.513
25133,Bytbil.com,"outlet, customer, dealer, mission, service, marketplace",Procurement,0.581,E-commerce,0.575,Sales & CRM,0.552,Beauty,0.533,Platforms,0.519
7120,Impact-Biomedicines,"myelofibrosis, polycythemia",Healthcare,0.179,Longevity,0.11,Psychedelics,0.102,Nutrition,0.098,Health Tech,0.087
25504,ByteActive,"cost, chain, bit, people, customer, datum, partner, level, de",Procurement,0.606,Sharing Economy,0.568,Sales & CRM,0.55,Physical Storage,0.502,Telecoms,0.49
22077,Cabana,"peace, desk, plan, sleep, pit, bed, element, storage, space, experience, bathroom, amenity, van, mind, room, hotel, book",Travel,0.457,Sharing Economy,0.418,SexTech,0.404,Physical Storage,0.391,Data Centers,0.389
24543,Cabforce,"hire, mission, agony, door",Human Resources,0.318,Productivity,0.274,Space Tech,0.271,Cloud Ops,0.247,Travel,0.242
24428,Cachet,"platform, economy, marketplace",Platforms,0.68,Sharing Economy,0.58,Creator Economy,0.498,E-commerce,0.483,FinTech,0.466
24560,Cajo-Technologies,"material, product, software, process, production, marking, solution",Manufacturing,0.612,Materials,0.565,Procurement,0.561,3D Printing,0.554,Hardware,0.552
24948,CALA,"customer, purchase, addition, post, product, experience, service, partner, class, mission, way, fulfillment, logistic",Sales & CRM,0.694,Procurement,0.669,E-commerce,0.636,Logistics,0.6,Physical Storage,0.597
23889,CallDesk,"platform, customer, client, enterprise, service, crm",Platforms,0.623,Sales & CRM,0.585,MarTech,0.567,Sharing Economy,0.555,Cloud Computing,0.517
696,Phorm,"office, personalization, advertising, provider, service, solution, company",MarTech,0.614,Mobile,0.609,Sales & CRM,0.603,Platforms,0.599,AdTech,0.592
10571,Impression-Technologies,"customer, partner, support, need, transform, facility, house, service",Procurement,0.578,Sales & CRM,0.57,Physical Storage,0.513,Sharing Economy,0.503,Industrial Tech,0.487
9958,Index-Stock-Imagery,"artist, photograph, illustration, source, image",Creator Economy,0.498,Design,0.49,Media,0.45,Entertainment,0.428,Computer Vision,0.387
22016,Calmark-Sweden-AB,"lactate, enzyme",Gut Microbiome,0.247,Nutrition,0.192,Life Sciences,0.173,Procurement,0.172,Sales & CRM,0.17
24065,Cambio+-Healthcare-Systems,"solutions, support, life, goal, care",Happiness & Wellbeing,0.462,Healthcare,0.407,Social Impact,0.382,SexTech,0.377,FamilyTech,0.352
4845,automaited,"workflow, software, process, automation",Automation,0.642,Productivity,0.511,Robotics,0.502,Industrial IoT,0.493,Manufacturing,0.475
25592,Campadre,"member, campaign, staff, club",Social Impact,0.302,Sharing Economy,0.289,Sales & CRM,0.273,Creator Economy,0.26,Travel,0.256
12047,Marondo-Capital,"partnership, material, healthcare, market, industry, investment, experience, marketing, company",Procurement,0.667,Professional Services,0.666,Sales & CRM,0.634,Beauty,0.584,E-commerce,0.571
8775,Industrial-Origami,"sub, network, license, company, customer, simplifie, product, contract, service, partner",Procurement,0.678,Sales & CRM,0.567,Sharing Economy,0.558,Telecoms,0.543,Physical Storage,0.535
23929,Canary,"impact, grant, access, ability, research, formation, influence, way, policy",Economic Empowerment,0.524,Productivity,0.484,Defense,0.478,Biodiversity,0.466,Social Impact,0.46
198,Rakuten-Americas,"store, retailer, buy, pickup, location, inventory",Procurement,0.685,Logistics,0.665,Physical Storage,0.654,Supply Chains,0.621,E-commerce,0.599
594,InfoGear-Technology,asic,Esports,0.22,Defense,0.217,Communications,0.215,Robotics,0.191,Hardware,0.182
78,Rebtel,"communication, problem, banking, disruption, technology, money, transfer",FinTech,0.6,Payments,0.597,Mobile,0.5,Telecoms,0.486,DeFi,0.484
418,Respond.com,"consumer, business, market, marketplace",E-commerce,0.638,Sales & CRM,0.603,Platforms,0.593,MarTech,0.593,Procurement,0.587
23996,Canatu,"electronic, network, heater, kind, design, interface, sensor, device, switch, touch, film, innovation",Semiconductors,0.666,Hardware,0.654,MedTech,0.576,Connected Home,0.558,Connected Life,0.554
25410,Candidator-AB,"levels, customer, relationship, term, telephony, service, solution",Sales & CRM,0.581,Communications,0.565,Telecoms,0.532,Sharing Economy,0.506,Procurement,0.501
13991,Marvel-Fusion,"energy, power, environment, reactor, fusion",Energy Generation,0.645,GreenTech,0.563,Energy Efficiency,0.516,Climate Tech/CleanTech,0.503,Energy Distribution,0.5
372,Shopmonkey,"sheet, question, company, customer, inspection, user, appointment, person, email, repair, shop, management",Procurement,0.574,Sales & CRM,0.556,Physical Storage,0.48,Logistics,0.463,Supply Chains,0.454
22574,Capcito,"business, invoice, bank, capital, accounting, provider, application",Professional Services,0.702,Sales & CRM,0.664,FinTech,0.606,Physical Storage,0.599,Procurement,0.59
21844,Capeesh,"industry, job, mother, department, company",Sales & CRM,0.577,Beauty,0.552,Manufacturing,0.546,Physical Storage,0.537,Procurement,0.536
