id,name,cb_description,industry1,score1,industry2,score2,industry3,score3,industry4,score4,industry5,score5
24252,BC-Platforms,provide unique data technology platform enable life sciences healthcare company access manage analyze clinical omic datum provide access relate technology valuable datum omic company datum partner network currently cover m life year highly curate patient datum world steadily grow datum accessible company datum service daas model able provide company transformational capability access longitudinal clinical genome datum globe enhance different use case r&d continuum speed process early discovery clinical post market access process technology platform provide technology company produce manage analyze complex genomic clinical decision support solution analyze datum genomics- omic clinical available research ensure compatibility relevant technical standard compliance local privacy law different jurisdiction,Health Tech,0.501,Healthcare,0.489,Business Intelligence,0.478,Data Management,0.46,MedTech,0.42
23307,Beatly,beatly provide saas enable platform design brand influencer find communicate report collaborate replace ad story storytelle integrate sender brand able quickly increase brand awareness find new customer,Creator Economy,0.55,MarTech,0.395,Sales & CRM,0.385,AdTech,0.373,Media,0.36
22335,Beat.no,let stream music like agreement major record label mean find music dream service stream music download track available offline computer mobile device technology -base work perfectly deliver io subscriber find late hit good old classic playlist occation choose singel membership family subscripiton agreement large cabel company prefer music partner currently launch,Entertainment,0.359,Video/Audio,0.347,Telecoms,0.34,Mobile,0.319,Creator Economy,0.312
91,Patreon,patreon membership platform make easy artist creator pay operate platform enable content creator artist able fund work communication platform enable connection user make accessible content include video photograph image artwork graphic audio clip comment datum text software script project material information associate trademark copyrightable work pledge support artist creator recur basis work create empower new generation creator ability living passion,Creator Economy,0.527,Gaming,0.369,Social Networks,0.356,DeFi,0.35,Sales & CRM,0.345
24216,Beddit,morning show sleep score high get green zone helps learn good night easily dig deeply sleep detail include rest heart rate respiration sleep cycle snore beddit place right bed sheet connect mobile device need sleep sleep track easy step weight scale company work sleep technology specialize ballistocardiography scientific method measure physical micro movement cause cardiac activity beddit global leader consumer focus sleep tracking solution,FemTech,0.436,FamilyTech,0.435,RegTech,0.434,Connected Home,0.427,Connected Life,0.404
24763,BeED,official launch blaze path section winner education company accept -based lead business accelerator education technology product certify quality learning solution shortlist candidate asean impact challenge winner category look forward make progress field education worldwide,EdTech,0.395,Entertainment,0.299,InsurTech,0.296,Human Resources,0.29,InfoSec,0.288
24722,Beenova-AI,help school university world build capacity solution help corporate increase employee productivity knowledge immediately long term basis,Productivity,0.387,Human Resources,0.369,Circular Economy,0.334,Future of Work,0.306,Social Impact,0.295
36,Netvibes,netvibe provider aggregation analytic automation help fast reliable decision make platform transform browse sharing tag tangible business datum share analyze act real time listen learn act real time evolution,Business Intelligence,0.539,Productivity,0.377,Industrial IoT,0.377,Sales & CRM,0.366,Telecoms,0.34
4083,GitGuardian,cybersecurity startup solve issue secret sprawl source code widespread problem lead credential end compromise place public space company solve issue automate secret detection purpose,InfoSec,0.567,Cybersecurity,0.559,Security,0.509,DeFi,0.383,Sales & CRM,0.377
10022,HiPeople,hipeople make easy collect depth candidate insight scale gather rich insight well hire decision talent recruiting analytic assessment test reference- background check candidate experience analytic quality hire analytic,Human Resources,0.436,Business Intelligence,0.401,Sales & CRM,0.298,Analytics,0.292,Developer Tools,0.256
150,Starburst,analytic engine datum provide fast efficient analytic engine datum warehouse data lake unlock value distribute datum make fast easy access matter live query data database make instantly actionable datum drive organization team low total cost infrastructure analytic investment prevent vendor lock use exist tool work business trust company help company well decision fast datum,Business Intelligence,0.592,Data Management,0.485,Data Storage,0.463,Big Data,0.435,Industrial IoT,0.409
462,Peoplevox,provide warehouse management software system dedicate key differentiator build ground handle unique challenge order fulfilment api enable platform connect real time inventory order fulfilment plugin lead platform enable rapid deployment accurate live inventory transfer website real time accurate pick mobile barcode scanner fast pick method world + client price start month visit www com learn,Supply Chains,0.63,Logistics,0.582,Physical Storage,0.543,Business Intelligence,0.473,Sales & CRM,0.457
25615,Be-My-Eyes,eye suite product design simple premise harness power technology human connection assist people blind low vision lead independent life press button app establish live video connection blind low vision user sight volunteer company representative sight co worker user country eye large online community blind visually impair eye quest revolutionize accessible support pave way industry leader eye connect customer member citizen employee inclusive meaningful way app harness power generosity technology human connection help blind visually impair individual lead independent life,Design,0.366,Connected Home,0.35,Future of Work,0.342,Sales & CRM,0.34,Beauty,0.332
10512,Upfront-Chromatography,upfront chromatography -base biotech company significant expertise regulatory experience development customise industrial process upfront develop manufacture innovative product technology extraction recovery biotherapeutic functional biomolecule macromolecular complex living cell directly bioreactor industrial stream,Life Sciences,0.412,Genomics,0.395,Circular Economy,0.35,Healthcare,0.342,Chemicals,0.328
39,Homebell,business enterprise offer reliable craftsman service fix quote fair price home live space project company focus customer home create ideal living space professional approach high quality result important value craftsman company organize realize customer plan lean enjoy result quality transparency fair pricing complete service reliable partner home improvement,Sales & CRM,0.417,Supply Chains,0.399,Automation,0.394,Business Intelligence,0.39,Circular Economy,0.385
4343,Glycoscoredx,provide prostate cancer test blood test offer chance improve patient outcome crucially reduce late diagnosis disease customer inquiry address phone email online application,Healthcare,0.3,Health Tech,0.289,FemTech,0.259,Life Sciences,0.232,MedTech,0.228
24914,BESE,bese provide digital news content storytelling create multi format cultural storytelling allow post untold story culture nation distribute news content story social digital platform,Media,0.483,Creator Economy,0.465,Social Networks,0.34,Entertainment,0.338,Gaming,0.337
22407,Besedo,provider content moderation service online marketplace worldwide start specialized combat fraud constantly analyze pattern trend stay ahead scammer customer benefit improve content quality relevancy enabling deliver well experience user offer mix automation newly release tool manual moderation team operation world tailor need client company employ people globe office merge iosquare tech company specialize automation content moderation complex workflow approach content moderation combine state art machine learn natural language processing technique unprecedented quality,Sales & CRM,0.454,Creator Economy,0.43,E-commerce,0.398,RegTech,0.397,Network Infrastructure,0.381
24531,BestDoctor,healthcare company create tech insurance product people business insurtech company high number user company strong player b2b market innovation risk management customer centric product development digital medical service doctor perform telemedicine consultation insure user treat partner clinic country smart algorithm records process datum optimize risk price corporate client retail pharmaceutical travel medium industry solution include world rank health insurance startup,InsurTech,0.542,Healthcare,0.542,Health Tech,0.523,Sales & CRM,0.428,MedTech,0.405
5177,Stuff-That-Works,develop statistic engine analyze datum turn general personalize insight community discuss insight run ongoing research roadmap take people complete survey generate useful insight people join deeply personalize insight found headquarter,Business Intelligence,0.526,Analytics,0.453,Data Management,0.387,Happiness & Wellbeing,0.368,Big Data,0.362
106,Pets-Deli,pet deli lead pet food brand clear focus subscription base headquartered company vision ultimate big customer centric pet food brand core market pet deli unique business model base multiple diversified recur revenue stream company market superior product offering online subscription online shop offline flagship store select partner dominant retail chain,Retail,0.4,Circular Economy,0.398,Sharing Economy,0.34,Sales & CRM,0.339,E-commerce,0.311
5613,Surprise.com,create purpose build enterprise class platform celebrate employee manager business leader effectively drive positive goal direct behavior recognize major accomplishment milestone organization support personal team corporate goal,Happiness & Wellbeing,0.354,Sales & CRM,0.276,Human Resources,0.27,Social Impact,0.268,Circular Economy,0.262
25066,Better-Wealth,well wealth provide automate investment advice service supervision investment cover investor protection money deposit client fund account cover deposit guarantee,DeFi,0.42,FinTech,0.346,InsurTech,0.325,Economic Empowerment,0.316,Crypto,0.301
2030,DrDoctor,drdoctor cloud base patient management tool automate virtualize process care doctor focus patient patient engage true partner care platform company allow user access booking care plan test result hospital information manage healthcare appointment online mobile text allow hospital transform way communicate patient put patient control healthcare drdoctor establish,Health Tech,0.531,Healthcare,0.426,MedTech,0.378,Future of Work,0.374,Sales & CRM,0.358
23058,BiBBInstruments,b develop instrument allow quick easy sample suspect cancer tumor drill tissue make possible reach deep lie tumor differ method difficult capture deeply lie tissue,MedTech,0.353,Life Sciences,0.286,Analytics,0.242,Business Intelligence,0.24,Computer Vision,0.236
23131,Big-Akwa,big akwa food tech innovation start economically environmentally revolutionize land base aquaculture introduce industrial symbiosis aquaculture process industry solution introduce efficient circular approach fish production base industrial symbiosis low temperature waste heat plant warm fish farm water ensure fast fish growth low energy usage dirty water fish farm convert resource industry usage new technology share resource infrastructure present novel opportunity improve environmental footprint fishfarm decrease capital investment reduce production cost sustainable fish farm close loop nutrient release nature,Circular Economy,0.445,GreenTech,0.433,Climate & Clean Tech,0.399,Infrastructure Tech,0.393,Food & Beverage,0.387
23306,Billecta,offer unique solution enable reconcile payment receive directly account mean payee bill send money fast money detour trust account soon payment receive notify track customer pay provide system solution automate entire invoice flow creation invoice reconciliation incoming payment account include requirement management powerful integrate type modern system business orderhantering- tidrapportering- accounting system,Sales & CRM,0.376,Payments,0.375,Supply Chains,0.323,Procurement,0.317,Automation,0.315
1731,Tandem,create well bank challenge legacy banking build app product input community user goal money simple help user save free time financial stress,DeFi,0.378,Economic Empowerment,0.35,Crypto,0.279,FinTech,0.275,Sharing Economy,0.274
2089,Talia,woman retire poor man way reimagine pension provide guidance tool sustainable pension empower woman close gap,Longevity,0.244,Economic Empowerment,0.241,Circular Economy,0.207,Happiness & Wellbeing,0.205,Social Impact,0.202
25680,BioBag-International,offer wide assortment product collection organic waste municipality offer breathable bag sack food waste container food waste liner sack food waste caddie organic waste collection product municipality commercial kitchen institutions food waste bag,Circular Economy,0.426,Physical Storage,0.356,GreenTech,0.353,Food & Beverage,0.328,Fashion,0.321
41,NationBuilder,software leader company found partnership co founder launch company secure b funding lead added board chairman fall welcome role ceo base downtown office,Creator Economy,0.25,Sales & CRM,0.249,DeFi,0.247,Sharing Economy,0.243,Social Impact,0.236
22727,Biofrigas-AB,offer facility unique technology make possible upgrade liquefy biogas small scale production agriculture small treatment plant industry company base,Circular Economy,0.437,GreenTech,0.382,Climate & Clean Tech,0.375,Carbon Removal,0.337,Physical Storage,0.334
43,auxmoney,auxmoney lead digital lending platform consumer credit unique risk model truly digital process auxmoney improve access affordable credit reduce risk cost lending auxmoney forefront promote improve financial inclusion,FinTech,0.451,DeFi,0.391,Sales & CRM,0.371,Economic Empowerment,0.355,Payments,0.319
24072,Biolex-Therapeutics,clinical stage biopharmaceutical company use patent systemsm develop hard therapeutic protein monoclonal antibody optimize enhance efficacy potency system technology genetically transform aquatic plant lemna enable production biologic product candidate main product aim treating afflict,Life Sciences,0.346,Nutrition,0.286,Genomics,0.278,DeFi,0.243,MedTech,0.241
22524,Biomason,developer building material technology produce biological cement base building material alternative bio cement production combine natural microorganism chemical process develop masonry material room temperature help replace traditional clay concrete high energy consumption associate standard manufacturing enable builder acquire alternative building material produce carbon free company microorganism grow sustainable structural biocement ® ambient temperature harness power biotechnology reinvent traditional cement offer planet friendly alternative biocement eliminate concrete industry global carbon emission bio cement use project biolith precast tile product commercially available,Carbon Removal,0.448,Manufacturing,0.423,GreenTech,0.422,Developer Tools,0.413,Climate & Clean Tech,0.406
24855,Biom'Up,biom'up expert field resorbable biomaterial design develop manufacture unique medical device base collagen technology innovative clinically prove product cover different surgical specialty orthopaedic spinal cardiac general maxillo facial improve patient healing allow guided regeneration soft tissue bone,MedTech,0.456,Materials,0.396,Deep Tech,0.381,Life Sciences,0.334,Beauty,0.315
10705,Supira-Medical,model paradigm shift industry incubator offer centralized team dedicate state art facility create highly productive work environment increase ideation concept cross pollination concurrent work path fast decision make ultimately superior product,Circular Economy,0.493,Productivity,0.44,Future of Work,0.429,Sales & CRM,0.368,Automation,0.359
177,Pure-Storage,pure storage pioneer new class enterprise storage design ground advantage flash memory company product accelerate random o intensive application server virtualization desktop virtualization database rich analytic olap cloud compute pure storage make cost effective broadly deploy flash datum center enable organization manage growth exist power space constraint launch company product private beta select customer pure storage fund,Data Storage,0.581,Physical Storage,0.511,Cloud Infrastructure,0.499,Web3,0.478,Data Management,0.451
22827,Bioservo-Technologies,base start company found result collaboration scientist mission develop muscle strengthen device base patent semâ„¢ technology product introduce market eventually introduce global market semâ„¢ technology develop current ceo run company highly motivated team person,Deep Tech,0.376,DeFi,0.371,Sales & CRM,0.347,Sharing Economy,0.339,Circular Economy,0.338
1817,Wicrypt,create blockchain base application user use money share mobile datum company program enable customer pay megabyte wi fi data beneficiary encrypt wallet allow host connect wireless router establish fee wi fi hotspot,Blockchain,0.423,Payments,0.32,Mobile,0.307,Crypto,0.302,Web3,0.282
1456,Thread,thread operate online personal styling platform design help man find clothe platform offer combination human stylist machine learn algorithm receive personalized information human stylist suggestion algorithm understand customer preference time help man dress have shopping,Fashion,0.494,Beauty,0.43,Design,0.427,Sales & CRM,0.397,Search,0.382
4639,TheySay,-base sentiment analysis start core product platform employ deep linguistic approach allow interpret sentiment computationally extract sentiment portray specify entity give passage text,MarTech,0.298,Sales & CRM,0.28,Business Intelligence,0.242,Creator Economy,0.232,Search,0.225
45,Cockroach-Labs,cloud native distribute database modern cloud application help company size app develop scale fast survive thrive cockroachdb use world large enterprise industry include large company bank retail medium,Cloud Ops,0.543,Cloud Computing,0.514,Data Infrastructure,0.47,Cloud Infrastructure,0.452,Big Data,0.421
24394,Biovian,-stop shop contract manufacturing biopharmaceutical cover service early development finish vial facility certify inspect c production investigational commercial product company establish extensive experience biopharmaceutical process development -manufacture quality aspect,Procurement,0.365,Beauty,0.333,Sales & CRM,0.327,Supply Chains,0.324,Healthcare,0.318
512,Qt-Software,develop market cross platform user interface application framework desktop embed platform provide user application framework know enable open source commercial software developer develop application user interface use desktop embed operating system embed -based consumer electronic device offer support maintenance training service software consulting service include track programs migration custom development service optimization requirement workshop serve client consumer electronic manufacturing medical entertainment transportation sector found headquarter additional office development office company currently operate subsidiary,Sales & CRM,0.479,Mobile,0.421,Sharing Economy,0.413,Communications,0.412,Developer Tools,0.411
25560,Biowater-Technology,design engineer generation technology solution municipal industrial wastewater treatment market team experience project installations mbbr worldwide company provide innovative technology solution biological treatment water wastewater product include limited mbbr package plant office partner representative world,Circular Economy,0.351,Infrastructure Tech,0.305,Automation,0.3,Industrial Tech,0.298,GreenTech,0.297
21896,Bipi,car subscription startup offer consumer hassle free alternative car ownership fully flexible inclusive subscription quality new car single inclusive payment digital online transaction process platform let user book car subscribe swap cancel point time enable customer revolutionize way access car co found christ headquarter,Sales & CRM,0.341,Autonomous Driving,0.339,Payments,0.332,E-commerce,0.33,Sharing Economy,0.329
25657,BitLog,bitlog logistics consulting firm digitize supply chain create synergies e commerce industry offer cloud native wms software design fast pace global market use real world experience assist e commerce retail manufacturing company make warehouse strategic pillar operation,Supply Chains,0.615,Logistics,0.517,Sales & CRM,0.516,Industrial IoT,0.503,Procurement,0.465
385,Reap,reap financial platform enable access financial connectivity innovation company size reap combine spend management software range innovative payment product include flagship reap visa corporate credit card reap committed help business orchestrate success provide good financial tool evolve customer market reap support empower group investor include company found expand team work office country,DeFi,0.481,Sales & CRM,0.451,FinTech,0.449,Business Intelligence,0.415,Economic Empowerment,0.41
540,RevenueCat,app subscription platform make easy build manage app subscription mobile subscription toolkit business tool easy build app subscription manage product user analyze data chart -party integration,Business Intelligence,0.457,Sales & CRM,0.382,Mobile,0.377,Data Management,0.35,Procurement,0.339
1014,Troop,troop fintech platform facilitate resource shareholder right action diverse network activist investor found base,DeFi,0.418,FinTech,0.295,Economic Empowerment,0.266,Disinformation,0.256,Crypto,0.242
22258,Bitreactive,develop launch technology platform rapid development maintenance application example logistic application base technology sensor networks smart metering company development tool speed development application facilitate creation integration component -partie process build block offer integrate marketplace distribution channel interaction network development application,Productivity,0.494,Sales & CRM,0.487,Industrial IoT,0.487,Developer Tools,0.476,Connected Life,0.454
24615,Bitrise,platform mobile app development enable developer automate integration testing deployment + integration service developer know love free developer iterate improve workflow fast well result offer step integration easily connect process service use mobile development workflow developer customer span unicorn startup establish enterprise company defacto standard mobile /cd automation,Developer Tools,0.515,Sales & CRM,0.51,Productivity,0.485,Cloud Ops,0.445,Mobile,0.426
6190,Typelane,acquire build simplify employee onboarde offboarde flow change way welcome goodbye employee focus smart workflow intuitive design personalisation transform manuell complex process easy engage,Human Resources,0.439,Productivity,0.38,Sales & CRM,0.343,Developer Tools,0.309,Automation,0.292
46,ERPLY,provide saas base solution commercial retail inventory handle datum physical shop online store warehouse offer real time dashboard relevant datum company software integrate platform include range accounting web shop outlet mobile credit card reader handheld mobile device deliver payment large small business offer solution retail store build customer relationship track valuable inventory car service market maintain car schedule assign job salon spa avoid double booking cafe deli found base,Sales & CRM,0.521,Physical Storage,0.504,Retail,0.49,E-commerce,0.478,Supply Chains,0.441
1571,MOO.COM,office print statiry photo design upload directly access partner site single card different image turn somewhat collector item say dream new tool help people turn virtual content beautiful print product originally offer offer sticker greet card business card postcard raise sell card customer country include,Creator Economy,0.361,Sales & CRM,0.351,E-commerce,0.323,3D Printing,0.309,Physical Storage,0.291
25453,BizBot,shareholde tool investor business owner analyze user datum automate time consume process valuable resource growth paperwork company found headquarter,Business Intelligence,0.341,Procurement,0.313,Circular Economy,0.309,Productivity,0.291,Data Storage,0.277
23645,Blazar-Capital,company builder internet space create idea partner entrepreneur ceos establish company provide investment expertise quickly achieve global leadership inception launch brand include firm found pascar sivam back angel investor,Sharing Economy,0.42,Creator Economy,0.419,DeFi,0.414,Social Impact,0.375,Procurement,0.368
22571,BlueCall,b2b mental wellness saas . offer empowerment toolkit organisation hr leader manage employee mental wellbeing hand hand digital toolkit provide digital personalised coaching session reinforce self development individual specific need,Happiness & Wellbeing,0.529,Future of Work,0.33,Productivity,0.301,Economic Empowerment,0.294,Health Tech,0.285
22780,Bluetest,bluetest develop manufacture reverberation chamber software fast cost effective development evaluation wireless product small antenna bluetest rapidly grow company state art test method wireless device small antenna test important end user parameter coverage throughput battery lifetime fast cost effective compare traditional measurement system bluetest globally spread distributor network reverberation system instal location site world,5G Networks,0.387,Energy Efficiency,0.34,Business Intelligence,0.309,Productivity,0.308,Industrial IoT,0.306
22113,Blyk,blyk message media work mobile operator link young people brand stuff like blyk launch innovative mobile service quickly know leader mobile advertising audience engagement ability drive unprecedented response rate return investment advertiser blyk pioneer use interactive text multi medium message advertising format leverage predominant everyday behaviour young people send receive message phone enable young people communicate brand way blyk private company office ™ current strategic partner include,MarTech,0.43,Creator Economy,0.422,Communications,0.404,Social Networks,0.381,Sharing Economy,0.375
218,RPX-Corporation,nasdaq c leading provider patent risk solution offer defensive buying acquisition syndication patent intelligence insurance service advisory service found introduce efficiency patent market provide rational alternative litigation -based company pioneer approach combine principal capital deep patent expertise client contribution generate enhance patent buying power acquire patent help mitigate manage patent risk grow client network client pay fee range depend company size automatically receive right entire patent portfolio invest acquire international patent asset right client network member active key sector consumer electronic pcs e commerce software financial service medium content distribution mobile communication device network semiconductor promise assert patent patent right portfolio,InsurTech,0.421,DeFi,0.409,LegalTech,0.399,RegTech,0.359,Data Storage,0.329
23711,bmetric,bmetric bmetric business look boost sale optimise conversion manage customer experience online contact centre channel drive channel management cx strategy bmetric service machine learn technology technology online- consumer culture majority b2c interaction pass website customer draw website lion share session end churn time machine learn approach customer journey let rethink engage customer website find good good solution align customer optimal channel online contact centre intelligent engagement flagship technology analysis model customer journey website real time determine optimal channel achieve cost effective sale service outcome customer apply -party journey datum intelligently engage customer timely message action tailor customer need channel availability begin test bmetric solution offer bmetric include bmetric tracking online ivr touch learn bmetric brand insurance banking publishing telecommunication utility sector,Sales & CRM,0.494,E-commerce,0.413,Retail,0.388,InsurTech,0.383,MarTech,0.377
6112,Upptalk,cloud base communication app enable user text group chat share multimedia free operate g g app support io device download free contact mobile landline phone include user user get free credit signing earn invite friend watch video check available promotion launch operate,Communications,0.482,Cloud Computing,0.417,Cloud Infrastructure,0.395,Cloud Ops,0.391,Mobile,0.383
24317,bMobilized,pioneer technology dramatically reduce cost time technical skill require create maintain state art mobile website company patented technology instantly create mobile website desktop website provide easy customization add mobile specific feature map click m commerce mobile site enable business advantage opportunity engage customer mobile device offer software service basis small medium sized business broaden reach increase customer engagement grow revenue service mobilize website globally distribute network partner include joint venture service provider web development agency directory service company partner benefit provide market lead service generate new revenue stream high retention rate capitalize desire business mobile lay foundation provide additional service engage customer multiple device platform web services platform company base lead executive team forefront important development web mobile technology,Sales & CRM,0.489,Telecoms,0.463,Mobile,0.448,Sharing Economy,0.447,E-commerce,0.416
23788,Boatflex,peer peer platform boat rental mission create network make possible rent quality boat directly trust sailor member way offset cost ownership rent boat pre screen qualified renter network rental fully insured look motor boat enjoy fun day water sailboat holiday create trust safe unique experience affordable price,Sharing Economy,0.401,DeFi,0.354,InsurTech,0.335,Travel,0.327,Sales & CRM,0.323
5506,Vara,focus specifically make staff management easy small business worker replace notebook spreadsheet rely track payroll app call,Productivity,0.372,Human Resources,0.338,Business Intelligence,0.3,Sales & CRM,0.282,Future of Work,0.259
21904,Boatsetter,boat rental community connect boat owner boat captain seek water experience offer unique boat sharing marketplace make boat rental accessible consumer regardless boat experience company create catalyst growth unlock idle capacity privately own vessel turn help boat owner realize return boat investment distinct approach combine good class collaborative market tool company home rental professional driver create model capable bring new sharing economy marine industry assemble uniquely qualified team marine professional tech start veteran car rental industry expert bring collaborative sharing economy boat industry significant traction establish national network marine industry business partnering company exclusive basis roll platform,Sharing Economy,0.484,Sales & CRM,0.386,Transportation,0.37,Circular Economy,0.342,Mobility,0.336
25648,BoFood,bofood stand good food compromise taste health environment product excellent choice people special dietary need wish enjoy quality product bofood locate company key person work food industry senior role relate company bofood keep develop -based product succeed reduce taint soy flavour make product competitive combination great flavour free status bofood factory produce lovice non dairy ice dessert non dairy product produce nearby factory bofood own intellectual property right product trademark relate unique climate smart healthy product,Food & Beverage,0.435,Circular Economy,0.376,Nutrition,0.348,Creator Economy,0.296,Beauty,0.281
1624,HotelRunner,help accommodation transition sale operation online maximize online visibility user friendly self service platform freemium business model provide complete online sale distribution management platform type accommodation include direct web booking engine -way channel manager integrate + online offline travel agency metasearch wholesaler sophisticated multilingual website content management system desk center management guest relationship management report payment collection promotion tool connect division provide supply acquisition contracting automate onboarding account opening engagement performance benchmarke report commission collection service travel agency travel technology provider payment system present country + accommodation register platform partnering + online offline travel agency metasearch wholesaler payment system premier expedia elite agoda innovative supplier strategic partner,E-commerce,0.536,Sales & CRM,0.521,Travel,0.498,Sharing Economy,0.46,Physical Storage,0.431
1478,Vira-Health,digital health company focus improve long term health woman address female specific condition improve collection use female datum healthcare,Healthcare,0.46,Health Tech,0.437,FemTech,0.387,MedTech,0.314,Beauty,0.3
24516,Bokadirekt,book direct online service found aim provide service manage reservation phone internet service provider idea bear service develop collaboration service provider industry deliver unique user friendly booking service,Travel,0.384,Sales & CRM,0.372,Communications,0.367,E-commerce,0.335,Procurement,0.327
2702,Vitesse-PSP,identify underserved area local bank collection local bank payout industry lead peer peer platform help manage payment simple effective way,Payments,0.437,DeFi,0.376,FinTech,0.368,Economic Empowerment,0.316,Physical Storage,0.3
22913,Boka-konferens,boka konferens provide online booking platform allow user browse book conference room venue space corporate office product serve consumer inquiry telephone number email address available website,Travel,0.377,Physical Storage,0.321,Entertainment,0.296,Retail,0.25,Communications,0.248
22354,Bolånegruppen,group want low interest rate mortgage loan negotiate bank manage low interest rate member gather member strong help household save money,DeFi,0.265,Economic Empowerment,0.237,FinTech,0.178,Sharing Economy,0.162,Sales & CRM,0.133
22926,Bomill-AB,develop market equipment analysis separation grain granular product food industry found biochemist experience cereal technology retire industrial sector dedicate time develop idea grain quality sort company profound know quality sort wheat durum wheat barley single kernel sort technology head office town airport company sell quality sort technology know sale organization agent distributor,Food & Beverage,0.502,Hardware,0.46,Sales & CRM,0.455,Supply Chains,0.414,Business Intelligence,0.408
21987,Bookboon,online book publish company base offer download free company website book exclusively write professor expert field expertise subject range business book university textbook,LegalTech,0.347,Sales & CRM,0.309,Circular Economy,0.302,Supply Chains,0.284,EdTech,0.282
1509,VOI-Technology,micro mobility startup provide electric scooter transportation found headquarters locate technology aim create system electrically power scooter urban center provide affordable sustainable exhilarating way commute help people reduce carbon footprint city sustainable transportation network,Mobility,0.621,Sharing Economy,0.496,Transportation,0.475,Electrification,0.434,Infrastructure Tech,0.425
7802,Believer-Meats,believer meat -based biotechnology company aim transform global meat production distributive manufacturing fat muscle cell increase food safety reduce ecological impact worldwide aim turn timeless vision animal free meat production reality cut edge cellular agriculture technology develop award win biologist bioengineer bring reality world renowne innovative chef singular culinary scene,Food & Beverage,0.469,Carbon Removal,0.363,Deep Tech,0.349,Hardware,0.333,Climate & Clean Tech,0.328
22246,Boostcom,world lead proptech company serve global shopping centre industry shopping centre customer office location back venture fund continuously expand global market position product development help shopping centre digital company integrate available digital touch point shopping mall environment datum layer help increase sale owner large customer database offer point point solution loyalty scheme mobile integrate advertising solution emphasise importance able provide customer measurable result line development upgrade reinforce expertise technology ensure provide customer solution concept continue contribute goal increase sale found office,Sales & CRM,0.55,Retail,0.48,E-commerce,0.462,Physical Storage,0.414,MarTech,0.413
25103,BOOST-Pharma,biotechnology research company develop stem cell therapy treatment osteogenesis imperfecta base novel mesenchymal stem cell high bone form capability migrate bone patient engraft start bone formation found headquarter,Life Sciences,0.301,MedTech,0.216,DeFi,0.199,Genomics,0.19,Longevity,0.187
21700,BOOST-Thyroid,data science company empower patient control condition turn data actionable information autoimmune condition mission prevent long term health consequence autoimmune condition vision use halt disease progression improve health outcome ensure healthy aging low cost healthcare,Health Tech,0.446,Healthcare,0.444,MedTech,0.399,Analytics,0.375,Genomics,0.375
23060,Bower,deposit solution package product want reduce number package product end garbage environment give value monetary term form pledge deposit bottle beer can give consumer incentive recycle package world unique position base scan technology enable consumer receive deposit value mobile phone recycling packaging pinpoint place solution connect sort packaging plastic bag mug product long need invest expensive reverse vend machine instead consumer able recycle exist recycling station pinpoint location select connected consumer brand centivize recycle financial mean prove way increase recycling rate mobile app enable consumer brand deposit value packaging form money point great responsibility packaging time direct relationship end consumer app create deposit system simple sound habitual behavior visit deposit station reinforce behavior give incentive actually visit deposit station,Circular Economy,0.501,Physical Storage,0.446,GreenTech,0.411,E-commerce,0.399,Sharing Economy,0.388
22366,Boxgard,boxgard found aim help customer easy online convenient storage see customer traditional self storage company pay expensive fix price storage space transport cost move box accessory want solve headache customer convenient solution offer simple online order transport storage pay space use free transportation fro free move box deliver home overview store box order online need goal offer simple affordable online service easy order storage transportation easy track store box thank great interest support partner world leader logistics transport safekeeping get opportunity develop platform main job offer superb affordable service customer,Physical Storage,0.474,E-commerce,0.416,Sales & CRM,0.393,Data Storage,0.38,Sharing Economy,0.375
22985,Branäsgruppen,ski resort operator n idea raise ski slope municipality receive promise prime minister support provide person charge care project time will responsible construction ski slope project get real boost take project county council manage finance message give project receive state aid spade ground inauguration plant king kronor invest difficult cost go bankruptcy close agreement creditor debt write take plant operate current owner take fritidscenter ab belong ski resort include ulricehamn ski center,Travel,0.352,Energy Distribution,0.321,Telecoms,0.315,DeFi,0.315,Sharing Economy,0.297
4328,iProfile-Ltd,iprofile provide space online contain precise definition user skill qualification experience format recruitment industry adopt standard,Human Resources,0.421,Sales & CRM,0.322,Future of Work,0.321,InfoSec,0.32,Economic Empowerment,0.275
21633,BrandBastion,community management choice + advertiser offer premium solution help advertiser drive well performance social medium protect brand help brand advertiser proactively monitor manage online conversation ease harness power mission enable organization industry create safe conversation meaningful relationship audience,Creator Economy,0.517,Social Networks,0.459,AdTech,0.439,Sales & CRM,0.415,MarTech,0.41
21909,BrandHouse-Holding,large online offline retailer small specialist online shop end consumer platform access high quality product great brand border raise efficiency logistic financing support sme license product result business history market support enhance suite proprietary technology,E-commerce,0.518,Retail,0.503,Sales & CRM,0.443,Procurement,0.377,Supply Chains,0.375
22156,Brayfoil-Technologies,large wind turbine blade long create massive force industry aim expand turbine size patented morph wing technology bear biomimicry bird wing flight create wing change shape simple commercially viable effective way technology easily build large wind turbine blade allow change shape reduce excess load create large efficient reliable cheap mw device trl pilot turbine go site university partner,Energy Generation,0.425,Energy Storage,0.422,GreenTech,0.338,Design,0.328,Circular Economy,0.318
23059,Aim-Sweden,modern company use additive manufacturing 3d printing create product complex structure company make impossible thing possible offer customer unprecedented flexibility design manufacturing component metal polymer additive manufacture technology industry medical technology application,Manufacturing,0.601,3D Printing,0.484,Materials,0.421,Hardware,0.403,Industrial Tech,0.399
